date,snapshot_time_ny,snapshot_time_utc,snapshot_timestamp,cycle_id,instrument_name,underlying_price,option_price_proxy,option_price_proxy_underlying,option_price_proxy_source,approximate_CCW_value,daily_return,daily_return_pct,rolling_peak,rolling_drawdown,rolling_drawdown_pct,EWMA_vol,EWMA_vol_pct,historical_VaR,historical_VaR_pct,underlying_price_found,option_price_found,notes
2021-01-01,10:00,15:00,1609513200000,1,,29426,,,,,,,,,,,,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2021-01-02,10:00,15:00,1609599600000,1,,31386.5,,,,,,,,,,,,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2021-01-03,10:00,15:00,1609686000000,1,,33963.5,,,,,,,,,,,,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2021-01-04,10:00,15:00,1609772400000,1,,32214.5,,,,,,,,,,,,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2021-01-05,10:00,15:00,1609858800000,1,,32322.5,,,,,,,,,,,,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2021-01-06,10:00,15:00,1609945200000,1,,34403.5,,,,,,,,,,,,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2021-01-07,10:00,15:00,1610031600000,1,,38520.5,,,,,,,,,,,,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2021-01-08,10:00,15:00,1610118000000,2,BTC-15JAN21-41000-C,41747,3465.001,0.083,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,38281.999,,,38281.999,0,0,,,,,true,true,
2021-01-09,10:00,15:00,1610204400000,2,BTC-15JAN21-41000-C,41002,3218.657,0.0785,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,37783.343,-0.013026,-1.302586,38281.999,-0.013026,-1.302586,0.013026,1.302586,,,true,true,
2021-01-10,10:00,15:00,1610290800000,2,BTC-15JAN21-41000-C,39471.5,2230.13975,0.0565,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,37241.36025,-0.014344,-1.434449,38281.999,-0.027184,-2.71835,0.013109,1.310872,,,true,true,
2021-01-11,10:00,15:00,1610377200000,2,BTC-15JAN21-41000-C,33549,402.588,0.012,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,33146.412,-0.109957,-10.9957,38281.999,-0.134151,-13.415148,0.029782,2.978189,,,true,true,
