year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalPnLCall,totalPnLUnderlying,totalPnL
2020,2020-01-03,2020-12-31T08:00:00Z,113.90948287457236,229.1353906032805,0.5249148280398815,51,51,38,13,13,0,-6042.425845112257,13880.606846496137,7838.18100138388
2021,2021-01-01,2021-12-31T08:00:00Z,104.44756846894947,61.66378291333321,0.5201159910906459,52,52,37,15,15,0,7864.459231888004,21531.455555692908,29395.91478758093
2022,2022-01-07,2022-12-31T08:00:00Z,-18.677614123973598,-60.5171669703654,0.4577473123540243,51,51,36,15,15,0,24017.286299583466,-31620.384175238523,-7603.0978756550585
2023,2023-01-06,2023-12-31T08:00:00Z,67.27788783808364,152.29994637430732,0.28051052779748215,51,51,37,14,14,0,-8975.6657723317,20137.064337164822,11161.398564833122
2024,2024-01-05,2024-12-31T08:00:00Z,72.88478299806998,116.83562346770056,0.2976538853471031,51,51,36,15,15,0,-14224.100548812827,45063.72034101376,30839.61979220094
2025,2025-01-03,2025-12-31T08:00:00Z,4.6477518536276685,-8.132808524338186,0.34729605308591316,51,51,38,13,13,1,12215.041320476506,-7818.084829327912,4396.956491148578
2026,2026-01-02,2026-05-08T08:00:00Z,1.6275120908627372,-10.263744678934206,0.4505908436915255,18,18,12,6,6,0,8973.392732758053,-7540.110568194994,1433.2821645630588
TOTAL,2020-01-03,2026-05-08T08:00:00Z,993.8520909629059,847.4838156005306,,325,325,234,91,91,1,23827.987418449244,53634.26750760619,77462.25492605547
