run_name,startDate,endDate,underlying,underlyingPriceSource,optionSettlementPriceSource,entryHourUtc,entryMinuteUtc,maxEntryDelayMinutes,xOtm,strikeStep,strikeRange,tenor,fallbackMode,sizingMode,finalCapital,totalPnL,callWeeks,totalWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,missingObservedInstrumentWeeks,missingObservedCandleWeeks,invalidObservedOpenWeeks,settlementFallbackWeeks,initialBtcPrice,finalBtcPrice,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,annualizedVolatilityOfWeeklyReturnsPct,path,createdAt
btc_2022-01-07_2022-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,14d,long_btc,dynamic,32046.09643,-8932.013568,23,23,17,6,6,6,0,0,0,41708,16846,-21.79703644,-59.60966721,0.553650082,55.3650082,btc_2022-01-07_2022-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:20:15.147Z
btc_2023-01-06_2023-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,14d,long_btc,dynamic,34289.29952,17590.21452,25,25,18,7,7,7,0,0,0,16783,43615.5,105.3363973,159.8790443,0.457885499,45.78854989,btc_2023-01-06_2023-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:22:06.355Z
btc_2024-01-05_2024-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,14d,long_btc,dynamic,81065.50389,38336.11514,25,25,18,7,7,7,0,0,0,43847.5,97672,89.71837946,122.7538628,0.560413737,56.04137367,btc_2024-01-05_2024-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:23:37.137Z
btc_2025-01-03_2025-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,14d,long_btc,dynamic,97680.13167,2594.744167,25,25,19,6,6,6,0,0,0,96289,87926,2.72885691,-8.685311926,0.598472666,59.84726662,btc_2025-01-03_2025-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:24:48.595Z
btc_2026-01-02_2026-05-15T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,02/01/2026,2026-05-15T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,14d,long_btc,dynamic,83970.04125,-4161.97375,9,9,8,1,1,1,0,0,0,88798,79684,-4.722431174,-10.26374468,0.725802714,72.58027145,btc_2026-01-02_2026-05-15T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:25:09.931Z
btc_2025-10-01_2026-02-28_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,01/10/2025,28/02/2026,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,74679.16311,-31896.40389,4,4,4,0,0,0,0,0,0,109420.5,67649,-29.92843931,-38.17520483,0.595009732,59.50097323,btc_2025-10-01_2026-02-28_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T09:36:14.622Z
btc_2020-01-03_2020-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,13208.96686,4670.366862,11,11,11,0,0,0,0,0,0,9362.5,23678,54.69710329,152.9025367,0.590114244,59.01142438,btc_2020-01-03_2020-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:10:19.496Z
btc_2021-01-01_2021-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,43031.89712,14909.95937,11,11,11,0,0,0,0,0,0,32305.5,47184,53.01896159,46.0556252,0.774794774,77.47947738,btc_2021-01-01_2021-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:11:24.119Z
btc_2022-01-07_2022-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,25576.81585,-8064.648647,11,11,11,0,0,0,0,0,0,36827,16467.5,-23.97234712,-55.28416651,0.814698539,81.46985391,btc_2022-01-07_2022-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:12:20.297Z
btc_2023-01-06_2023-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,29846.93954,8189.457542,11,11,11,0,0,0,0,0,0,23089,42343.5,37.81352579,83.39252458,0.371745793,37.1745793,btc_2023-01-06_2023-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:13:07.310Z
btc_2024-01-05_2024-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,56315.07874,18290.29474,11,11,11,0,0,0,0,0,0,39984,95077,48.10098261,137.787615,0.293520686,29.35206863,btc_2024-01-05_2024-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:13:45.658Z
btc_2025-01-03_2025-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,101648.5319,3800.506414,11,11,11,0,0,0,0,0,0,104204.5,88458,3.884091063,-15.11115163,0.6078052,60.78051995,btc_2025-01-03_2025-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:14:15.073Z
btc_2026-01-02_2026-05-17T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,02/01/2026,2026-05-17T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,monthly,long_btc,dynamic,75677.74955,-2859.689199,3,3,3,0,0,0,0,0,0,82627.5,77693,-3.641179601,-5.971982693,0.817358787,81.73587869,btc_2026-01-02_2026-05-17T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:14:21.560Z
btc_2020-01-03_2020-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,13606.8937,4646.981202,11,11,11,0,0,0,0,0,0,9362.5,23678,51.86413598,152.9025367,0.649174637,64.91746373,btc_2020-01-03_2020-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:15:35.211Z
btc_2021-01-01_2021-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,43666.34451,14801.38026,11,11,11,0,0,0,0,0,0,32305.5,47184,51.27801347,46.0556252,0.910431516,91.0431516,btc_2021-01-01_2021-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:16:39.581Z
btc_2022-01-07_2022-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,25341.01739,-9405.257107,11,11,11,0,0,0,0,0,0,36827,16467.5,-27.06839004,-55.28416651,0.913411057,91.34110568,btc_2022-01-07_2022-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:17:47.089Z
btc_2023-01-06_2023-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,33909.28315,11836.19915,11,11,11,0,0,0,0,0,0,23089,42343.5,53.62277036,83.39252458,0.458741708,45.87417081,btc_2023-01-06_2023-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:18:34.026Z
btc_2024-01-05_2024-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,60600.82944,22036.26144,11,11,11,0,0,0,0,0,0,39984,95077,57.14121169,137.787615,0.383340012,38.33400122,btc_2024-01-05_2024-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:19:12.905Z
btc_2025-01-03_2025-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,101940.5087,2633.620246,11,11,11,0,0,0,0,0,0,104204.5,88458,2.652001574,-15.11115163,0.663942574,66.39425741,btc_2025-01-03_2025-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:19:42.730Z
btc_2026-01-02_2026-05-17T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,02/01/2026,2026-05-17T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,monthly,long_btc,dynamic,76257.26954,-3726.150456,3,3,3,0,0,0,0,0,0,82627.5,77693,-4.658653576,-5.971982693,0.902994953,90.29949526,btc_2026-01-02_2026-05-17T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T10:19:49.286Z
btc_2021-01-01_2021-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,37595.67365,15800.07465,12,12,12,0,0,0,0,0,0,23678,47184,72.49204142,99.2735873,0.902293144,90.22931443,btc_2021-01-01_2021-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:03:36.614Z
btc_2022-01-07_2022-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,25315.31936,-19061.23264,12,12,12,0,0,0,0,0,0,47184,16467.5,-42.95338817,-65.0993981,0.922908665,92.29086647,btc_2022-01-07_2022-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:04:39.215Z
btc_2023-01-06_2023-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,27172.10471,11248.03221,12,12,12,0,0,0,0,0,0,16467.5,42343.5,70.63539941,157.1337483,0.490325088,49.03250876,btc_2023-01-06_2023-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:05:31.757Z
btc_2024-01-05_2024-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,65235.90711,25369.50186,12,12,12,0,0,0,0,0,0,42343.5,95077,63.63629151,124.5374142,0.434979692,43.49796918,btc_2024-01-05_2024-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:06:14.656Z
btc_2025-01-03_2025-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,102995.0879,13480.09236,12,12,12,0,0,0,0,0,0,95077,88458,15.0590326,-6.961725759,0.709455952,70.9455952,btc_2025-01-03_2025-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:06:47.626Z
btc_2026-01-02_2026-05-17T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,02/01/2026,2026-05-17T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,78532.77941,-6784.961593,4,4,4,0,0,0,0,0,0,88458,77693,-7.952579983,-12.16961722,0.765290137,76.52901366,btc_2026-01-02_2026-05-17T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:06:56.569Z
btc_2020-01-03_2020-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,monthly,long_btc,dynamic,12947.46725,6001.969247,12,12,12,0,0,0,0,0,0,7164,23678,86.41524693,230.5136795,0.68461256,68.46125597,btc_2020-01-03_2020-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:08:16.785Z
btc_2021-01-01_2021-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,monthly,long_btc,dynamic,38143.88575,16348.28675,12,12,12,0,0,0,0,0,0,23678,47184,75.00728358,99.2735873,0.977150737,97.71507372,btc_2021-01-01_2021-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:09:27.651Z
btc_2022-01-07_2022-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,monthly,long_btc,dynamic,24130.27731,-20246.27469,12,12,12,0,0,0,0,0,0,47184,16467.5,-45.62381208,-65.0993981,0.952393896,95.23938961,btc_2022-01-07_2022-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:10:28.704Z
btc_2023-01-06_2023-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,monthly,long_btc,dynamic,29269.42336,13065.40336,12,12,12,0,0,0,0,0,0,16467.5,42343.5,80.63062969,157.1337483,0.542378642,54.23786416,btc_2023-01-06_2023-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:11:21.266Z
btc_2024-01-05_2024-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,monthly,long_btc,dynamic,67414.38843,27230.40693,12,12,12,0,0,0,0,0,0,42343.5,95077,67.76433274,124.5374142,0.48459041,48.45904101,btc_2024-01-05_2024-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:12:04.218Z
btc_2025-01-03_2025-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,monthly,long_btc,dynamic,104229.3762,13906.22625,12,12,12,0,0,0,0,0,0,95077,88458,15.39608201,-6.961725759,0.759298492,75.92984924,btc_2025-01-03_2025-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:12:37.336Z
btc_2026-01-02_2026-05-17T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,02/01/2026,2026-05-17T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,monthly,long_btc,dynamic,78615.65561,-7719.352391,4,4,4,0,0,0,0,0,0,88458,77693,-8.941161378,-12.16961722,0.793235773,79.32357731,btc_2026-01-02_2026-05-17T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:12:46.426Z
btc_2020-01-03_2020-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,monthly,long_btc,dynamic,14145.25044,7199.752444,12,12,12,0,0,0,0,0,1,7164,23678,103.6607086,230.5136795,0.812335725,81.23357254,btc_2020-01-03_2020-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:14:05.108Z
btc_2021-01-01_2021-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,monthly,long_btc,dynamic,40549.44158,18374.99458,12,12,12,0,0,0,0,0,0,23678,47184,82.86562719,99.2735873,1.070798229,107.0798229,btc_2021-01-01_2021-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:15:16.417Z
btc_2022-01-07_2022-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,monthly,long_btc,dynamic,22882.53992,-22107.40408,12,12,12,0,0,0,0,0,0,47184,16467.5,-49.13854545,-65.0993981,1.009747885,100.9747885,btc_2022-01-07_2022-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:16:17.579Z
btc_2023-01-06_2023-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,monthly,long_btc,dynamic,31242.56962,15038.54962,12,12,12,0,0,0,0,0,0,16467.5,42343.5,92.80752321,157.1337483,0.592165575,59.2165575,btc_2023-01-06_2023-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:17:09.334Z
btc_2024-01-05_2024-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,monthly,long_btc,dynamic,69389.71619,28570.58219,12,12,12,0,0,0,0,0,0,42343.5,95077,69.99311202,124.5374142,0.577314763,57.7314763,btc_2024-01-05_2024-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:17:51.928Z
btc_2025-01-03_2025-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,monthly,long_btc,dynamic,106867.7829,15784.01692,12,12,12,0,0,0,0,0,0,95077,88458,17.32912199,-6.961725759,0.812614052,81.26140517,btc_2025-01-03_2025-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:18:25.266Z
btc_2026-01-02_2026-05-17T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,02/01/2026,2026-05-17T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,monthly,long_btc,dynamic,79150.50211,-7847.94089,4,4,4,0,0,0,0,0,0,88458,77693,-9.020783154,-12.16961722,0.862698585,86.26985847,btc_2026-01-02_2026-05-17T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T11:18:34.292Z
btc_2020-01-03_2020-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2020-01-03,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,monthly,long_btc,dynamic,12947.467247150418,6001.969247150419,12,12,12,0,0,0,0,0,0,7164,23678,86.41524692902394,230.51367950865438,0.6846125596791761,68.46125596791761,btc_2020-01-03_2020-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_tmonthly_001,2026-05-17T12:52:26.489Z
