run_name,startDate,endDate,underlying,underlyingPriceSource,optionSettlementPriceSource,entryHourUtc,entryMinuteUtc,maxEntryDelayMinutes,xOtm,strikeStep,strikeRange,tenor,fallbackMode,sizingMode,finalCapital,totalPnL,callWeeks,totalWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,missingObservedInstrumentWeeks,missingObservedCandleWeeks,invalidObservedOpenWeeks,settlementFallbackWeeks,initialBtcPrice,finalBtcPrice,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,annualizedVolatilityOfWeeklyReturnsPct,path,createdAt
btc_2023-01-06_2023-12-31T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,weekly,long_btc,dynamic,26157.01713,9567.021628,51,51,37,14,14,14,0,0,0,16783,42343.5,57.66741545,152.2999464,0.202513153,20.25131532,btc_2023-01-06_2023-12-31T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:23:43.026Z
btc_2024-01-05_2024-12-31T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,weekly,long_btc,dynamic,63103.34701,21228.98451,51,51,36,15,15,15,0,0,0,43847.5,95077,50.69685421,116.8356235,0.216298116,21.62981164,btc_2024-01-05_2024-12-31T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:26:43.270Z
btc_2025-01-03_2025-12-31T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,weekly,long_btc,dynamic,99992.88185,6592.551846,51,51,38,13,13,13,0,0,0,96289,88458,7.058381748,-8.132808524,0.292029428,29.20294284,btc_2025-01-03_2025-12-31T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:29:07.250Z
btc_2026-01-02_2026-05-08T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,02/01/2026,2026-05-08T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,weekly,long_btc,dynamic,85822.31251,-1494.788077,18,18,12,6,6,6,0,0,0,88798,79684,-1.711907595,-10.26374468,0.399646598,39.96465977,btc_2026-01-02_2026-05-08T08-00-00Z_atm00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:29:46.459Z
btc_2020-01-03_2020-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,-0.05,1000,3000,weekly,long_btc,dynamic,8724.259045,1843.198045,51,51,38,13,13,13,0,0,1,7194,23678,26.78653837,229.1353906,0.426493603,42.64936033,btc_2020-01-03_2020-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:42:12.970Z
btc_2021-01-01_2021-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,-0.05,1000,3000,weekly,long_btc,dynamic,57245.75728,30097.93125,52,52,37,15,15,15,0,0,0,29186.5,47184,110.8668194,61.66378291,0.363152434,36.31524336,btc_2021-01-01_2021-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:47:22.417Z
btc_2022-01-07_2022-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,-0.05,1000,3000,weekly,long_btc,dynamic,43286.23132,4184.981318,51,51,36,15,15,15,0,0,1,41708,16467.5,10.70293486,-60.51716697,0.332391421,33.23914212,btc_2022-01-07_2022-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:51:45.200Z
btc_2023-01-06_2023-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,-0.05,1000,3000,weekly,long_btc,dynamic,19419.09525,3508.811245,51,51,37,14,14,14,0,0,0,16783,42343.5,22.05373107,152.2999464,0.125940409,12.59404089,btc_2023-01-06_2023-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:55:32.147Z
btc_2024-01-05_2024-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,-0.05,1000,3000,weekly,long_btc,dynamic,56878.79284,16100.61784,51,51,36,15,15,15,0,0,0,43847.5,95077,39.48341935,116.8356235,0.08824314,8.824314044,btc_2024-01-05_2024-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T14:58:34.043Z
btc_2025-01-03_2025-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,-0.05,1000,3000,weekly,long_btc,dynamic,81438.59399,-7339.864012,51,51,38,13,13,13,0,0,0,96289,88458,-8.267618268,-8.132808524,0.186795935,18.67959347,btc_2025-01-03_2025-12-31T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T15:00:56.955Z
btc_2026-01-02_2026-05-08T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,02/01/2026,2026-05-08T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,-0.05,1000,3000,weekly,long_btc,dynamic,85293.95872,1489.837699,18,18,12,6,6,6,0,0,0,88798,79684,1.777761858,-10.26374468,0.315849444,31.5849444,btc_2026-01-02_2026-05-08T08-00-00Z_itm05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_001,2026-05-08T15:01:37.714Z
btc_2025-10-03_2025-11-28_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/10/2025,28/11/2025,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,95189.30016,-23460.71384,4,4,4,0,0,0,0,0,0,119788,90947,-19.77303925,-24.07670217,0.541115426,54.11154261,btc_2025-10-03_2025-11-28_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T14:31:12.183Z
btc_2026-01-02_2026-05-15T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,02/01/2026,2026-05-15T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,85861.17009,-1871.253914,9,9,8,1,1,1,0,0,0,88798,79684,-2.132910307,-10.26374468,0.682567547,68.25675468,btc_2026-01-02_2026-05-15T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T15:03:37.731Z
btc_2020-01-03_2020-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,15244.80502,8108.357022,25,25,19,6,6,6,0,0,0,7194,23113.5,113.6189463,221.2885738,0.769438078,76.94380775,btc_2020-01-03_2020-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T15:16:15.981Z
btc_2021-01-01_2021-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,44016.18166,16084.70116,26,26,19,7,7,7,0,0,0,29186.5,47184,57.58628211,61.66378291,0.686037337,68.60373371,btc_2021-01-01_2021-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T15:18:53.709Z
btc_2022-01-07_2022-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,32134.76302,-8301.142979,25,25,18,7,7,7,0,0,0,41708,16846,-20.52913809,-59.60966721,0.670156549,67.01565493,btc_2022-01-07_2022-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T15:21:05.914Z
btc_2023-01-06_2023-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,25981.60569,9282.520685,23,23,17,6,6,6,0,0,0,16783,43615.5,55.58700183,159.8790443,0.342089794,34.20897936,btc_2023-01-06_2023-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T15:22:46.431Z
btc_2024-01-05_2024-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,70064.63924,27905.26799,25,25,18,7,7,7,0,0,0,43847.5,97672,66.18995294,122.7538628,0.437315893,43.73158928,btc_2024-01-05_2024-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T15:24:16.443Z
btc_2025-01-03_2025-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.05,1000,3000,14d,long_btc,dynamic,94356.23753,474.4625327,25,25,19,6,6,6,0,0,0,96289,87926,0.505383002,-8.685311926,0.520955107,52.09551068,btc_2025-01-03_2025-12-31T08-00-00Z_x05_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T15:25:26.192Z
btc_2020-01-03_2020-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,14d,long_btc,dynamic,10260.24493,3487.093933,25,25,19,6,6,6,0,0,1,7194,23113.5,51.48407193,221.2885738,0.667217671,66.72176708,btc_2020-01-03_2020-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:23:39.844Z
btc_2021-01-01_2021-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,14d,long_btc,dynamic,44504.0105,16995.73425,26,26,19,7,7,7,0,0,0,29186.5,47184,61.78407581,61.66378291,0.638221834,63.82218339,btc_2021-01-01_2021-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:26:16.683Z
btc_2022-01-07_2022-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,14d,long_btc,dynamic,34633.36874,-5302.041257,25,25,18,7,7,7,0,0,0,41708,16846,-13.27654144,-59.60966721,0.641878916,64.18789156,btc_2022-01-07_2022-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:28:25.410Z
btc_2023-01-06_2023-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,14d,long_btc,dynamic,29142.84353,12678.72053,25,25,18,7,7,7,0,0,0,16783,43615.5,77.00817428,159.8790443,0.297353975,29.73539755,btc_2023-01-06_2023-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:30:14.103Z
btc_2024-01-05_2024-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,14d,long_btc,dynamic,65731.19518,23878.75643,25,25,18,7,7,7,0,0,0,43847.5,97672,57.05463563,122.7538628,0.386311873,38.63118728,btc_2024-01-05_2024-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:31:43.493Z
btc_2025-01-03_2025-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,14d,long_btc,dynamic,92753.53017,-406.0773322,25,25,19,6,6,6,0,0,0,96289,87926,-0.435894207,-8.685311926,0.480647651,48.06476508,btc_2025-01-03_2025-12-31T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:32:53.067Z
btc_2026-01-02_2026-05-15T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,02/01/2026,2026-05-15T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.03,1000,3000,14d,long_btc,dynamic,83436.4351,-3496.806903,9,9,8,1,1,1,0,0,0,88798,79684,-4.022404805,-10.26374468,0.643273773,64.32737727,btc_2026-01-02_2026-05-15T08-00-00Z_x03_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:33:13.271Z
btc_2020-01-03_2020-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,14d,long_btc,dynamic,9101.274285,2328.123285,25,25,19,6,6,6,0,0,1,7194,23113.5,34.37282418,221.2885738,0.643254125,64.32541249,btc_2020-01-03_2020-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:50:49.459Z
btc_2021-01-01_2021-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,14d,long_btc,dynamic,46093.7998,18833.6088,26,26,19,7,7,7,0,0,0,29186.5,47184,69.08832298,61.66378291,0.567498713,56.74987132,btc_2021-01-01_2021-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:53:24.794Z
btc_2022-01-07_2022-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,14d,long_btc,dynamic,40801.29091,1136.982911,25,25,18,7,7,7,0,0,0,41708,16846,2.866513922,-59.60966721,0.590895624,59.08956241,btc_2022-01-07_2022-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:55:34.416Z
btc_2023-01-06_2023-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,14d,long_btc,dynamic,26404.36443,9940.241428,25,25,18,7,7,7,0,0,0,16783,43615.5,60.375165,159.8790443,0.236634189,23.66341894,btc_2023-01-06_2023-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:57:23.812Z
btc_2024-01-05_2024-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,14d,long_btc,dynamic,61018.72853,19692.45978,25,25,18,7,7,7,0,0,0,43847.5,97672,47.65119227,122.7538628,0.313376744,31.33767443,btc_2024-01-05_2024-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T17:58:54.998Z
btc_2025-01-03_2025-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,14d,long_btc,dynamic,84850.88606,-6238.507937,25,25,19,6,6,6,0,0,1,96289,87926,-6.848775322,-8.685311926,0.392559059,39.25590592,btc_2025-01-03_2025-12-31T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:00:04.441Z
btc_2026-01-02_2026-05-15T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,02/01/2026,2026-05-15T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0,1000,3000,14d,long_btc,dynamic,79159.48017,-6885.78183,9,9,8,1,1,1,0,0,0,88798,79684,-8.002511318,-10.26374468,0.558551237,55.85512372,btc_2026-01-02_2026-05-15T08-00-00Z_x00_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:00:24.569Z
btc_2020-01-03_2020-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,14d,long_btc,dynamic,16170.59986,9034.151861,25,25,19,6,6,6,0,0,0,7194,23113.5,126.5917143,221.2885738,0.791302583,79.13025826,btc_2020-01-03_2020-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:03:15.039Z
btc_2021-01-01_2021-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,14d,long_btc,dynamic,42235.93002,14304.44952,26,26,19,7,7,7,0,0,0,29186.5,47184,51.21264345,61.66378291,0.722464919,72.24649187,btc_2021-01-01_2021-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:05:50.363Z
btc_2022-01-07_2022-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,07/01/2022,2022-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,14d,long_btc,dynamic,29910.58832,-10838.12768,25,25,18,7,7,7,0,0,0,41708,16846,-26.59747041,-59.60966721,0.670292287,67.02922875,btc_2022-01-07_2022-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:07:58.406Z
btc_2023-01-06_2023-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,06/01/2023,2023-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,14d,long_btc,dynamic,31212.44608,14513.36108,25,25,18,7,7,7,0,0,0,16783,43615.5,86.91111564,159.8790443,0.380506789,38.05067895,btc_2023-01-06_2023-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:09:47.110Z
btc_2024-01-05_2024-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,05/01/2024,2024-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,14d,long_btc,dynamic,77605.40889,35161.02889,23,23,16,7,7,7,0,0,0,43847.5,97672,82.8402462,122.7538628,0.47976049,47.97604897,btc_2024-01-05_2024-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:11:10.094Z
btc_2025-01-03_2025-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2025,2025-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,14d,long_btc,dynamic,94774.42546,314.9164649,25,25,19,6,6,6,0,0,0,96289,87926,0.333387785,-8.685311926,0.552995958,55.29959578,btc_2025-01-03_2025-12-31T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:12:21.213Z
btc_2026-01-02_2026-05-15T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,02/01/2026,2026-05-15T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.07,1000,3000,14d,long_btc,dynamic,85280.68591,-2629.334089,9,9,8,1,1,1,0,0,0,88798,79684,-2.990937881,-10.26374468,0.705412746,70.54127464,btc_2026-01-02_2026-05-15T08-00-00Z_x07_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:12:41.779Z
btc_2020-01-03_2020-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,03/01/2020,2020-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,14d,long_btc,dynamic,15220.25836,8083.810359,25,25,19,6,6,6,0,0,0,7194,23113.5,113.2749844,221.2885738,0.838544751,83.85447512,btc_2020-01-03_2020-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:15:31.653Z
btc_2021-01-01_2021-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,01/01/2021,2021-12-31T08:00:00Z,BTC-PERPETUAL,BTC-PERPETUAL,DERIBIT_BTC_USD_DELIVERY_PRICE,8,0,60,0.1,1000,3000,14d,long_btc,dynamic,44519.89048,16311.13823,26,26,19,7,7,7,0,0,0,29186.5,47184,57.82296955,61.66378291,0.790087134,79.00871344,btc_2021-01-01_2021-12-31T08-00-00Z_x10_step1000_longbtc_dyn_entry08h00_delay60m_deribitbtcusddeliveryprice_t14d_001,2026-05-15T18:18:09.936Z
