year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,113.27498440413217,221.28857381150956,0.838544751152572,25,25,19,6,6,0,-4795.307006167997,12879.117365177,8083.810359009003,14d
2021,2021-01-01,2021-12-31T08:00:00Z,57.82296955460511,61.66378291333321,0.790087134415404,26,26,19,7,7,0,-4163.838260274686,20474.97648552619,16311.138225251514,14d
2022,2022-01-07,2022-12-31T08:00:00Z,-21.797036436622808,-59.60966721012755,0.5536500820009994,23,23,17,6,6,0,12659.200664660595,-21591.21423239999,-8932.013567739396,14d
2023,2023-01-06,2023-12-31T08:00:00Z,105.33639731585778,159.8790442709885,0.45788549890612457,25,25,18,7,7,0,-5827.208191303038,23417.42271501584,17590.2145237128,14d
2024,2024-01-05,2024-12-31T08:00:00Z,89.7183794584191,122.75386282000116,0.5604137366856686,25,25,18,7,7,0,-13309.17226650469,51645.287405492716,38336.11513898803,14d
2025,2025-01-03,2025-12-31T08:00:00Z,2.7288569102411175,-8.685311925557437,0.5984726662243456,25,25,19,6,6,0,11817.004676746054,-9222.260509322721,2594.7441674233232,14d
2026,2026-01-02,2026-05-15T08:00:00Z,-4.722431173613151,-10.263744678934206,0.7258027144879535,9,9,8,1,1,0,4533.3431015786055,-8695.316851872029,-4161.973750293426,14d
TOTAL,2020-01-03,2026-05-15T08:00:00Z,903.6719977787362,895.1545582653586,,158,158,118,40,40,0,914.0227187348437,68908.012377617,69822.03509635186,14d
