year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalPnLCall,totalPnLUnderlying,totalPnL
2020,2020-01-03,2020-12-31T08:00:00Z,58.52776742023045,229.1353906032805,0.4802754966754923,51,51,38,13,13,0,-7443.147371577977,11470.478749702164,4027.331378124184
2021,2021-01-01,2021-12-31T08:00:00Z,99.5028990538577,61.66378291333321,0.4574123699076769,52,52,37,15,15,1,4390.839804772771,23174.541665528635,27565.381470301396
2022,2022-01-07,2022-12-31T08:00:00Z,-10.538997028842712,-60.5171669703654,0.4076139977258188,51,51,36,15,15,0,27946.046519839532,-32192.20083468236,-4246.154314842835
2023,2023-01-06,2023-12-31T08:00:00Z,57.667415446918845,152.29994637430732,0.20251315320383986,51,51,37,14,14,0,-10605.207898244562,20172.22952585471,9567.02162761014
2024,2024-01-05,2024-12-31T08:00:00Z,50.69685421266521,116.83562346770056,0.21629811641297883,51,51,36,15,15,0,-20894.62474998643,42123.6092590944,21228.984509107973
2025,2025-01-03,2025-12-31T08:00:00Z,7.058381748291254,-8.132808524338186,0.29202942836861645,51,51,38,13,13,0,12893.260065691975,-6300.708220128199,6592.551845563774
2026,2026-01-02,2026-05-08T08:00:00Z,-1.711907595065254,-10.263744678934206,0.39964659773512895,18,18,12,6,6,0,5679.060898002328,-7173.848974686667,-1494.7880766843377
TOTAL,2020-01-03,2026-05-08T08:00:00Z,607.3853039934983,847.4838156005306,,325,325,234,91,91,1,11966.22726849764,51274.10117068268,63240.32843918029
