date,snapshot_time_ny,snapshot_time_utc,snapshot_timestamp,cycle_id,instrument_name,underlying_price,option_price_proxy,option_price_proxy_underlying,option_price_proxy_source,approximate_CCW_value,daily_return,daily_return_pct,rolling_peak,rolling_drawdown,rolling_drawdown_pct,EWMA_vol,EWMA_vol_pct,historical_VaR,historical_VaR_pct,underlying_price_found,option_price_found,notes
2025-01-03,10:00,15:00,1735916400000,1,ETH-10JAN25-3600-C,3523.9,82.81165,0.0235,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3441.08835,,,3441.08835,0,0,,,,,true,true,
2025-01-04,10:00,15:00,1736002800000,1,ETH-10JAN25-3600-C,3635.8,103.6203,0.0285,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3532.1797,0.026472,2.647167,3532.1797,0,0,0.026472,2.647167,,,true,true,
2025-01-05,10:00,15:00,1736089200000,1,ETH-10JAN25-3600-C,3625.4,103.3239,0.0285,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3522.0761,-0.00286,-0.286044,3532.1797,-0.00286,-0.286044,0.025675,2.56748,,,true,true,
2025-01-06,10:00,15:00,1736175600000,1,ETH-10JAN25-3600-C,3680,112.24,0.0305,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3567.76,0.012971,1.297073,3567.76,0,0,0.025095,2.509458,,,true,true,
2025-01-07,10:00,15:00,1736262000000,1,ETH-10JAN25-3600-C,3569.3,46.4009,0.013,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3522.8991,-0.012574,-1.257397,3567.76,-0.012574,-1.257397,0.024524,2.452427,,,true,true,
2025-01-08,10:00,15:00,1736348400000,1,ETH-10JAN25-3600-C,3371.35,6.405565,0.0019,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3364.944435,-0.044837,-4.483656,3567.76,-0.056847,-5.684675,0.026191,2.619108,,,true,true,
2025-01-09,10:00,15:00,1736434800000,1,ETH-10JAN25-3600-C,3249.05,0.324905,0.0001,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3248.725095,-0.034538,-3.453826,3567.76,-0.089422,-8.942163,0.026765,2.676542,,,true,true,
2025-01-10,10:00,15:00,1736521200000,2,ETH-17JAN25-3450-C,3239.95,50.219225,0.0155,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3189.730775,-0.018159,-1.815922,3567.76,-0.105957,-10.595702,0.026328,2.63285,,,true,true,
2025-01-11,10:00,15:00,1736607600000,2,ETH-17JAN25-3450-C,3275.7,39.3084,0.012,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3236.3916,0.014628,1.462845,3567.76,-0.092879,-9.287856,0.025777,2.577669,,,true,true,
2025-01-12,10:00,15:00,1736694000000,2,ETH-17JAN25-3450-C,3268.85,35.95735,0.011,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3232.89265,-0.001081,-0.108113,3567.76,-0.093859,-9.385927,0.024993,2.499283,,,true,true,
2025-01-13,10:00,15:00,1736780400000,2,ETH-17JAN25-3450-C,3038.8,8.50864,0.0028,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3030.29136,-0.062669,-6.266873,3567.76,-0.150646,-15.064596,0.028685,2.868459,,,true,true,
2025-01-14,10:00,15:00,1736866800000,2,ETH-17JAN25-3450-C,3186.4,22.3048,0.007,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3164.0952,0.044155,4.415544,3567.76,-0.113142,-11.314236,0.02984,2.98399,,,true,true,
2025-01-15,10:00,15:00,1736953200000,2,ETH-17JAN25-3450-C,3342.35,25.067625,0.0075,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3317.282375,0.048414,4.841421,3567.76,-0.070206,-7.020585,0.031267,3.126708,,,true,true,
2025-01-16,10:00,15:00,1737039600000,2,ETH-17JAN25-3450-C,3275.1,2.94759,0.0009,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3272.15241,-0.013604,-1.36045,3567.76,-0.082855,-8.285523,0.030497,3.049717,,,true,true,
2025-01-17,10:00,15:00,1737126000000,3,ETH-24JAN25-3550-C,3430.05,78.89115,0.023,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3351.15885,0.024145,2.41451,3567.76,-0.060711,-6.071068,0.030154,3.01538,,,true,true,
2025-01-18,10:00,15:00,1737212400000,3,ETH-24JAN25-3550-C,3295.85,47.789825,0.0145,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3248.060175,-0.030765,-3.076508,3567.76,-0.089608,-8.9608,0.030191,3.019083,,,true,true,
2025-01-19,10:00,15:00,1737298800000,3,ETH-24JAN25-3550-C,3378.95,72.647425,0.0215,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3306.302575,0.017931,1.793144,3567.76,-0.073283,-7.328336,0.029599,2.959881,,,true,true,
2025-01-20,10:00,15:00,1737385200000,3,ETH-24JAN25-3550-C,3344.95,61.881575,0.0185,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3283.068425,-0.007027,-0.702723,3567.76,-0.079796,-7.979561,0.028749,2.874868,,,true,true,
2025-01-21,10:00,15:00,1737471600000,3,ETH-24JAN25-3550-C,3290.35,21.387275,0.0065,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3268.962725,-0.004296,-0.42965,3567.76,-0.083749,-8.374926,0.027893,2.789274,,,true,true,
2025-01-22,10:00,15:00,1737558000000,3,ETH-24JAN25-3550-C,3289.75,6.250525,0.0019,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3283.499475,0.004447,0.44469,3567.76,-0.079675,-7.967479,0.027065,2.706495,,,true,true,
2025-01-23,10:00,15:00,1737644400000,3,ETH-24JAN25-3550-C,3275.5,0.98265,0.0003,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3274.51735,-0.002736,-0.273553,3567.76,-0.082192,-8.219237,0.026249,2.624899,,,true,true,
2025-01-24,10:00,15:00,1737730800000,4,ETH-31JAN25-3500-C,3403.2,76.572,0.0225,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3326.628,0.015914,1.591399,3567.76,-0.067586,-6.758638,0.025746,2.574615,,,true,true,
2025-01-25,10:00,15:00,1737817200000,4,ETH-31JAN25-3500-C,3317.1,36.4881,0.011,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3280.6119,-0.013833,-1.383266,3567.76,-0.080484,-8.048414,0.025191,2.519073,,,true,true,
2025-01-26,10:00,15:00,1737903600000,4,ETH-31JAN25-3500-C,3308.45,28.121825,0.0085,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3280.328175,-0.000086,-0.008649,3567.76,-0.080564,-8.056367,0.024423,2.442333,,,true,true,
2025-01-27,10:00,15:00,1737990000000,4,ETH-31JAN25-3500-C,3136.15,9.40845,0.003,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3126.74155,-0.046821,-4.682051,3567.76,-0.123612,-12.361214,0.02631,2.631043,,,true,true,
2025-01-28,10:00,15:00,1738076400000,4,ETH-31JAN25-3500-C,3176.25,6.670125,0.0021,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3169.579875,0.013701,1.370063,3567.76,-0.111605,-11.160508,0.025729,2.572872,,,true,true,
2025-01-29,10:00,15:00,1738162800000,4,ETH-31JAN25-3500-C,3094.75,2.166325,0.0007,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3092.583675,-0.024292,-2.429224,3567.76,-0.133186,-13.318618,0.025645,2.56448,,,true,true,
2025-01-30,10:00,15:00,1738249200000,4,ETH-31JAN25-3500-C,3271.2,3.92544,0.0012,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,3267.27456,0.056487,5.648704,3567.76,-0.084222,-8.422244,0.028454,2.845423,,,true,true,
2025-01-31,10:00,15:00,1738335600000,5,,3353.2,,,,,,,3567.76,,,0.028454,2.845423,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-02-01,10:00,15:00,1738422000000,5,,3238.35,,,,,,,3567.76,,,0.028454,2.845423,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-02-02,10:00,15:00,1738508400000,5,,3080.4,,,,,,,3567.76,,,0.028454,2.845423,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-02-03,10:00,15:00,1738594800000,5,,2615.1,,,,,,,3567.76,,,0.028454,2.845423,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-02-04,10:00,15:00,1738681200000,5,,2822.2,,,,,,,3567.76,,,0.028454,2.845423,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-02-05,10:00,15:00,1738767600000,5,,2792.4,,,,,,,3567.76,,,0.028454,2.845423,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-02-06,10:00,15:00,1738854000000,5,,2754.6,,,,,,,3567.76,,,0.028454,2.845423,,,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-02-07,10:00,15:00,1738940400000,6,ETH-14FEB25-2850-C,2770.65,73.422225,0.0265,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2697.227775,,,3567.76,-0.244,-24.399966,0.028454,2.845423,,,true,true,daily_return_not_computed_across_missing_mtm_gap
2025-02-08,10:00,15:00,1739026800000,6,ETH-14FEB25-2850-C,2615.75,20.926,0.008,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2594.824,-0.037966,-3.796631,3567.76,-0.272702,-27.27022,0.029113,2.911273,,,true,true,
2025-02-09,10:00,15:00,1739113200000,6,ETH-14FEB25-2850-C,2628.5,22.34225,0.0085,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2606.15775,0.004368,0.436783,3567.76,-0.269525,-26.952549,0.028246,2.824611,,,true,true,
2025-02-10,10:00,15:00,1739199600000,6,ETH-14FEB25-2850-C,2653.8,18.5766,0.007,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2635.2234,0.011153,1.115268,3567.76,-0.261379,-26.137874,0.027522,2.752154,,,true,true,
2025-02-11,10:00,15:00,1739286000000,6,ETH-14FEB25-2850-C,2668.25,10.673,0.004,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2657.577,0.008483,0.848262,3567.76,-0.255113,-25.511329,0.026764,2.67639,-0.045928,-4.592773,true,true,
2025-02-12,10:00,15:00,1739372400000,6,ETH-14FEB25-2850-C,2598.5,3.6379,0.0014,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2594.8621,-0.023599,-2.359853,3567.76,-0.272692,-27.269152,0.026585,2.658461,-0.045928,-4.592773,true,true,
2025-02-13,10:00,15:00,1739458800000,6,ETH-14FEB25-2850-C,2632.35,0.789705,0.0003,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2631.560295,0.014143,1.414264,3567.76,-0.262405,-26.240546,0.026006,2.60065,-0.045928,-4.592773,true,true,
2025-02-14,10:00,15:00,1739545200000,7,ETH-21FEB25-2850-C,2718.2,43.4912,0.016,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2674.7088,0.016397,1.639655,3567.76,-0.250311,-25.031146,0.025532,2.55321,-0.045928,-4.592773,true,true,
2025-02-15,10:00,15:00,1739631600000,7,ETH-21FEB25-2850-C,2690.9,28.25445,0.0105,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2662.64555,-0.00451,-0.451012,3567.76,-0.253693,-25.369264,0.024779,2.477893,-0.045928,-4.592773,true,true,
2025-02-16,10:00,15:00,1739718000000,7,ETH-21FEB25-2850-C,2690.55,22.869675,0.0085,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2667.680325,0.001891,0.189089,3567.76,-0.252281,-25.228145,0.024029,2.402853,-0.042836,-4.283612,true,true,
2025-02-17,10:00,15:00,1739804400000,7,ETH-21FEB25-2850-C,2843.5,61.13525,0.0215,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2782.36475,0.04299,4.299032,3567.76,-0.220137,-22.013679,0.025566,2.556596,-0.042836,-4.283612,true,true,
2025-02-18,10:00,15:00,1739890800000,7,ETH-21FEB25-2850-C,2683.15,21.4652,0.008,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2661.6848,-0.043373,-4.337316,3567.76,-0.253962,-25.396193,0.026968,2.696804,-0.042836,-4.283612,true,true,
2025-02-19,10:00,15:00,1739977200000,7,ETH-21FEB25-2850-C,2691.5,6.9979,0.0026,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2684.5021,0.008573,0.85725,3567.76,-0.247567,-24.756651,0.026231,2.623066,-0.045269,-4.52692,true,true,
2025-02-20,10:00,15:00,1740063600000,7,ETH-21FEB25-2850-C,2729.95,2.18396,0.0008,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2727.76604,0.016116,1.611619,3567.76,-0.23544,-23.544015,0.025736,2.573614,-0.045269,-4.52692,true,true,
2025-02-21,10:00,15:00,1740150000000,8,ETH-28FEB25-2900-C,2808,42.12,0.015,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2765.88,0.013973,1.397259,3567.76,-0.224757,-22.475727,0.025186,2.518575,-0.04094,-4.094008,true,true,
2025-02-22,10:00,15:00,1740236400000,8,ETH-28FEB25-2900-C,2738.45,28.753725,0.0105,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2709.696275,-0.020313,-2.031315,3567.76,-0.240505,-24.050489,0.02492,2.492027,-0.04094,-4.094008,true,true,
2025-02-23,10:00,15:00,1740322800000,8,ETH-28FEB25-2900-C,2791.45,41.87175,0.015,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2749.57825,0.014718,1.471825,3567.76,-0.229326,-22.932645,0.024429,2.44286,-0.04094,-4.094008,true,true,
2025-02-24,10:00,15:00,1740409200000,8,ETH-28FEB25-2900-C,2659.05,8.774865,0.0033,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2650.275135,-0.036116,-3.611576,3567.76,-0.25716,-25.715992,0.025283,2.528264,-0.04094,-4.094008,true,true,
2025-02-25,10:00,15:00,1740495600000,8,ETH-28FEB25-2900-C,2361.65,0.94466,0.0004,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2360.70534,-0.10926,-10.926028,3567.76,-0.338323,-33.832283,0.036292,3.629225,-0.04094,-4.094008,true,true,
2025-02-26,10:00,15:00,1740582000000,8,ETH-28FEB25-2900-C,2438.75,0.731625,0.0003,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2438.018375,0.03275,3.274997,3567.76,-0.316653,-31.665292,0.03609,3.608952,-0.045269,-4.52692,true,true,
2025-02-27,10:00,15:00,1740668400000,8,ETH-28FEB25-2900-C,2295.5,0.4591,0.0002,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2295.0409,-0.058645,-5.864495,3567.76,-0.356728,-35.672778,0.037824,3.782407,-0.045269,-4.52692,true,true,
2025-02-28,10:00,15:00,1740754800000,9,,2169.4,,,,,,,3567.76,,,0.037824,3.782407,-0.045269,-4.52692,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-03-01,10:00,15:00,1740841200000,9,,2161.05,,,,,,,3567.76,,,0.037824,3.782407,-0.045269,-4.52692,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-03-02,10:00,15:00,1740927600000,9,,2200.85,,,,,,,3567.76,,,0.037824,3.782407,-0.045269,-4.52692,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-03-03,10:00,15:00,1741014000000,9,,2286.85,,,,,,,3567.76,,,0.037824,3.782407,-0.045269,-4.52692,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-03-04,10:00,15:00,1741100400000,9,,2068.1,,,,,,,3567.76,,,0.037824,3.782407,-0.045269,-4.52692,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-03-05,10:00,15:00,1741186800000,9,,2190.35,,,,,,,3567.76,,,0.037824,3.782407,-0.045269,-4.52692,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-03-06,10:00,15:00,1741273200000,9,,2229.05,,,,,,,3567.76,,,0.037824,3.782407,-0.045269,-4.52692,true,false,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2025-03-07,10:00,15:00,1741359600000,10,ETH-14MAR25-2300-C,2218.1,55.4525,0.025,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot ETH-PERPETUAL close,2162.6475,,,3567.76,-0.393836,-39.383605,0.037824,3.782407,-0.045269,-4.52692,true,true,daily_return_not_computed_across_missing_mtm_gap
