year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,95.62554309843685,402.64488525865414,0.8001404238266366,25,25,19,6,6,0,25,25,19,6,6,0,-178.02733728945032,299.8476332216136,121.82029593216323,14d
2021,2021-01-01,2021-12-31T08:00:00Z,172.5652081006986,403.27968623208005,0.6673955781798858,26,26,18,8,8,0,26,26,18,8,8,0,-909.8079647518418,2114.3020731213996,1204.4941083695583,14d
2022,2022-01-07,2022-12-31T08:00:00Z,-24.90711686875623,-61.822129201549416,0.8156266839776256,25,25,18,7,7,0,25,25,18,7,7,0,1541.6322369932445,-2314.640400127188,-773.0081631339439,14d
2023,2023-01-06,2023-12-31T08:00:00Z,60.612842984842665,82.27280012822568,0.35919246897929297,25,25,18,7,7,0,25,25,18,7,7,0,-250.55898728005855,993.6503185865395,743.0913313064813,14d
2024,2024-01-05,2024-12-31T08:00:00Z,11.5195394859539,50.069837046890584,0.5581888681628938,25,25,18,7,7,0,25,25,18,7,7,0,-893.3411875831124,1142.743825269808,249.40263768669587,14d
2025,2025-01-03,2025-12-31T08:00:00Z,-24.813805922015874,-13.991691567669996,0.6490114633138244,25,25,19,6,6,0,25,25,19,6,6,0,-635.9654846716498,-187.12129890618286,-823.0867835778329,14d
2026,2026-01-02,2026-06-16T08:00:00Z,-30.873597574176102,-44.35470496533882,0.9072026004001453,11,11,9,2,2,0,11,11,9,2,2,0,472.30873823197885,-1378.9158210709545,-906.6070828389755,14d
TOTAL,2020-01-03,2026-06-16T08:00:00Z,272.7417606448519,1164.3476480325794,,162,162,119,43,43,0,162,162,119,43,43,0,-853.7599863508897,669.8663300950354,-183.89365625585367,14d
