date,year,regime,cycle_id,mtm_valid,data_quality_state,approximate_CCW_value,daily_return_pct,rolling_drawdown_pct,EWMA_vol_pct,historical_VaR_loss_pct,underwater_duration_days,recent_tail_loss_days,drawdown_state,var_state,ewma_state,tail_state,duration_state,raw_state,final_state,hysteresis_hold,upgrade_reasons,notes
2020-01-17,2020,Bull market,3,true,valid_signal,8555.1375,6.878665,0,2.030439,,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-01-18,2020,Bull market,3,true,valid_signal,8689.541,1.571027,0,2.005843,,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-01-19,2020,Bull market,3,true,valid_signal,8514.44475,-2.015023,-2.015023,2.006395,,1,1,normal,normal,normal,watch,normal,watch,watch,false,,
2020-01-20,2020,Bull market,3,true,valid_signal,8593.9185,0.933399,-1.100432,1.958662,,2,1,normal,normal,normal,normal,normal,normal,watch,true,,
2020-01-21,2020,Bull market,3,true,valid_signal,8594.124,0.002391,-1.098067,1.898994,,3,1,normal,normal,normal,normal,normal,normal,normal,false,,
2020-01-22,2020,Bull market,3,true,valid_signal,8608.098,0.162599,-0.937253,1.841574,,4,1,normal,normal,normal,normal,normal,normal,normal,false,,
2020-01-23,2020,Bull market,3,true,valid_signal,8332.8315,-3.197762,-4.105044,1.949731,,5,2,normal,normal,normal,watch,normal,stress,stress,false,recent_tail_loss_days_gte_2,
2020-01-24,2020,Bull market,4,true,valid_signal,8392.55175,0.716686,-3.417778,1.898468,,6,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,
2020-01-25,2020,Bull market,4,true,valid_signal,8269.788,-1.46277,-4.830554,1.875183,,7,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,
2020-01-26,2020,Bull market,4,true,valid_signal,8410.224,1.698181,-3.214405,1.865037,,8,1,normal,normal,normal,normal,normal,normal,watch,true,,
2020-01-27,2020,Bull market,4,true,valid_signal,8668.18875,3.067276,-0.245724,1.958099,,9,1,normal,normal,normal,normal,normal,normal,watch,true,,
2020-01-28,2020,Bull market,4,true,valid_signal,8837.2465,1.950324,0,1.957633,,0,1,normal,normal,normal,normal,normal,normal,normal,false,,
2020-01-29,2020,Bull market,4,true,valid_signal,8962.286,1.414915,0,1.92938,,0,1,normal,normal,normal,normal,normal,normal,normal,false,,
2020-01-30,2020,Bull market,4,true,valid_signal,8936.10125,-0.292166,-0.292166,1.871972,,1,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-01-31,2020,Bull market,5,false,data_gap,,,,1.871972,,,0,normal,normal,normal,normal,normal,normal,normal,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-01,2020,Bull market,5,false,data_gap,,,,1.871972,,,0,normal,normal,normal,normal,normal,normal,normal,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-02,2020,Bull market,5,false,data_gap,,,,1.871972,,,0,normal,normal,normal,normal,normal,normal,normal,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-03,2020,Bull market,5,false,data_gap,,,,1.871972,,,0,normal,normal,normal,normal,normal,normal,normal,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-04,2020,Bull market,5,false,data_gap,,,,1.871972,,,0,normal,normal,normal,normal,normal,normal,normal,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-05,2020,Bull market,5,false,data_gap,,,,1.871972,,,0,normal,normal,normal,normal,normal,normal,normal,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-06,2020,Bull market,5,false,data_gap,,,,1.871972,,,0,normal,normal,normal,normal,normal,normal,normal,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-07,2020,Bull market,6,true,partial_signal,9603.9375,,0,1.871972,,0,0,normal,normal,normal,normal,normal,normal,normal,false,,daily_return_not_computed_across_missing_mtm_gap
2020-02-08,2020,Bull market,6,true,valid_signal,9645.036,0.427934,0,1.817969,,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-09,2020,Bull market,6,true,valid_signal,9808.35825,1.69333,0,1.810732,,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-10,2020,Bull market,6,true,valid_signal,9742.16025,-0.674914,-0.674914,1.763337,,1,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-11,2020,Bull market,6,true,valid_signal,9754.518,0.126848,-0.548922,1.709901,1.766509,2,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-12,2020,Bull market,6,true,valid_signal,9947.393,1.977289,0,1.727112,1.766509,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-13,2020,Bull market,6,true,valid_signal,9957.33,0.099896,0,1.674676,1.766509,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-14,2020,Bull market,7,true,valid_signal,10140.7115,1.841673,0,1.685163,1.766509,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-15,2020,Bull market,7,true,valid_signal,10166.512,0.254425,0,1.635014,1.766509,0,0,normal,normal,normal,normal,normal,normal,normal,false,,
2020-02-16,2020,Bull market,7,true,valid_signal,9891.7355,-2.702761,-2.702761,1.717897,1.766509,1,1,normal,normal,normal,watch,normal,watch,watch,false,,
2020-02-17,2020,Bull market,7,true,valid_signal,9614.05725,-2.807174,-5.434064,1.801919,2.393279,2,2,normal,normal,normal,watch,normal,stress,stress,false,recent_tail_loss_days_gte_2,
2020-02-18,2020,Bull market,7,true,valid_signal,9726.1345,1.165764,-4.331648,1.770208,2.760188,3,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,
2020-02-19,2020,Bull market,7,true,valid_signal,10130.3595,4.15607,-0.355604,1.995494,2.760188,4,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,
2020-02-20,2020,Bull market,7,true,valid_signal,9595.395,-5.280805,-5.61763,2.327292,2.760188,5,3,normal,normal,normal,stress,normal,crisis,crisis,false,recent_tail_loss_days_gte_2,
2020-02-21,2020,Bull market,8,true,valid_signal,9542.34,-0.552921,-6.13949,2.260455,3.021998,6,3,normal,normal,normal,normal,normal,watch,crisis,true,recent_tail_loss_days_gte_2,
2020-02-22,2020,Bull market,8,true,valid_signal,9557.418,0.158012,-5.99118,2.191934,3.021998,7,3,normal,normal,normal,normal,normal,watch,crisis,true,recent_tail_loss_days_gte_2,
2020-02-23,2020,Bull market,8,true,valid_signal,9751.26,2.028184,-4.084508,2.182455,3.021998,8,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,
2020-02-24,2020,Bull market,8,true,valid_signal,9608.3,-1.466067,-5.490693,2.146226,3.021998,9,1,normal,normal,normal,normal,normal,normal,stress,true,,
2020-02-25,2020,Bull market,8,true,valid_signal,9357.63325,-2.608856,-7.956305,2.176758,3.021998,10,2,normal,normal,normal,watch,normal,stress,stress,false,recent_tail_loss_days_gte_2,
2020-02-26,2020,Bull market,8,true,valid_signal,9021.98675,-3.586874,-11.257797,2.286027,3.021998,11,3,normal,normal,normal,watch,normal,stress,stress,false,recent_tail_loss_days_gte_2,
2020-02-27,2020,Bull market,8,true,valid_signal,8856.06975,-1.83903,-12.889792,2.2617,3.411774,12,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,
2020-02-28,2020,Bull market,9,false,data_gap,,,,2.2617,3.411774,,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-02-29,2020,Bull market,9,false,data_gap,,,,2.2617,3.411774,,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-01,2020,Bull market,9,false,data_gap,,,,2.2617,3.411774,,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-02,2020,Bull market,9,false,data_gap,,,,2.2617,3.411774,,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-03,2020,Bull market,9,false,data_gap,,,,2.2617,3.411774,,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-04,2020,Bull market,9,false,data_gap,,,,2.2617,3.411774,,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-05,2020,Bull market,9,false,data_gap,,,,2.2617,3.411774,,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-06,2020,Bull market,10,true,partial_signal,9055.69375,,-10.926247,2.2617,3.411774,13,2,normal,normal,normal,normal,normal,watch,stress,true,recent_tail_loss_days_gte_2,daily_return_not_computed_across_missing_mtm_gap
2020-03-07,2020,Bull market,10,true,valid_signal,9104.68125,0.540958,-10.444396,2.196799,3.411774,14,2,normal,normal,normal,normal,watch,stress,stress,false,recent_tail_loss_days_gte_2,
2020-03-08,2020,Bull market,10,true,valid_signal,8654.6705,-4.94263,-14.870798,2.449928,3.411774,15,3,normal,normal,normal,watch,watch,stress,stress,false,recent_tail_loss_days_gte_2,
2020-03-09,2020,Bull market,10,true,valid_signal,7835.58025,-9.464141,-22.927546,3.319069,4.33254,16,4,watch,normal,normal,stress,watch,crisis,crisis,false,drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-10,2020,Bull market,10,true,valid_signal,8070.46275,2.99764,-20.617192,3.300666,5.128626,17,4,watch,normal,normal,normal,watch,crisis,crisis,false,drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-11,2020,Bull market,10,true,valid_signal,7846.075,-2.780358,-22.824318,3.271782,5.128626,18,4,watch,normal,normal,watch,watch,crisis,crisis,false,drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-12,2020,Bull market,10,true,valid_signal,5937.156,-24.329604,-41.600856,6.751152,5.128626,19,4,stress,normal,stress,crisis,watch,crisis,crisis,false,drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-13,2020,Bull market,11,true,valid_signal,5329.2425,-10.239136,-47.580424,7.009549,7.58164,20,5,stress,watch,stress,crisis,watch,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-14,2020,Bull market,11,true,valid_signal,5195.90125,-2.502068,-48.891997,6.823589,9.890389,21,6,stress,watch,stress,watch,stress,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-15,2020,Bull market,11,true,valid_signal,5175.1805,-0.39879,-49.095811,6.616436,9.890389,22,5,stress,watch,stress,normal,stress,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-16,2020,Bull market,11,true,valid_signal,4672.884,-9.705874,-54.036507,6.841259,9.890389,23,5,crisis,watch,stress,stress,stress,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-17,2020,Bull market,11,true,valid_signal,5017.6915,7.378901,-50.644907,6.874704,9.999168,24,5,crisis,watch,stress,normal,stress,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-18,2020,Bull market,11,true,valid_signal,5282.64,5.280287,-48.038816,6.789606,9.999168,25,4,stress,watch,stress,normal,stress,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-19,2020,Bull market,11,true,valid_signal,5740.0875,8.659449,-43.539264,6.916067,9.999168,26,3,stress,watch,stress,normal,stress,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-20,2020,Bull market,12,true,valid_signal,6179.03,7.646965,-39.221731,6.962085,9.999168,27,2,stress,watch,stress,normal,stress,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-21,2020,Bull market,12,true,valid_signal,6018.675,-2.595148,-40.799017,6.779858,9.999168,28,2,stress,watch,stress,watch,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-22,2020,Bull market,12,true,valid_signal,5932.2505,-1.435939,-41.649107,6.58272,9.999168,29,2,stress,watch,stress,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-03-23,2020,Bull market,12,true,valid_signal,6108.494,2.970938,-39.915538,6.42354,9.999168,30,1,stress,watch,stress,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-03-24,2020,Bull market,12,true,valid_signal,6474.468,5.991231,-36.315739,6.398425,9.999168,31,1,stress,watch,stress,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-03-25,2020,Bull market,12,true,valid_signal,6406.363,-1.051901,-36.985635,6.208852,9.999168,32,1,stress,watch,stress,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-03-26,2020,Bull market,12,true,valid_signal,6586.244,2.807849,-35.216287,6.058869,9.999168,33,1,stress,watch,stress,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-03-27,2020,Bull market,13,false,data_gap,,,,6.058869,9.999168,,1,normal,watch,stress,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-28,2020,Bull market,13,false,data_gap,,,,6.058869,9.999168,,1,normal,watch,stress,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-29,2020,Bull market,13,false,data_gap,,,,6.058869,9.999168,,1,normal,watch,stress,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-30,2020,Bull market,13,false,data_gap,,,,6.058869,9.999168,,1,normal,watch,stress,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-03-31,2020,Bull market,13,false,data_gap,,,,6.058869,9.999168,,1,normal,watch,stress,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-01,2020,Bull market,13,false,data_gap,,,,6.058869,9.999168,,1,normal,watch,stress,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-02,2020,Bull market,13,false,data_gap,,,,6.058869,9.999168,,1,normal,watch,stress,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-03,2020,Bull market,14,true,partial_signal,6578.045,,-35.296934,6.058869,9.999168,34,1,stress,watch,stress,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,daily_return_not_computed_across_missing_mtm_gap
2020-04-04,2020,Bull market,14,true,valid_signal,6576.7275,-0.020029,-35.309893,5.874293,9.999168,35,1,stress,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-05,2020,Bull market,14,true,valid_signal,6652.8215,1.157019,-34.561416,5.702386,9.999168,36,0,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-06,2020,Bull market,14,true,valid_signal,6833.9575,2.722694,-32.779723,5.568748,9.999168,37,0,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-07,2020,Bull market,14,true,valid_signal,6969.222,1.9793,-31.449233,5.420826,9.999168,38,0,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-08,2020,Bull market,14,true,valid_signal,6930.43425,-0.556558,-31.830757,5.257454,9.999168,39,0,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-09,2020,Bull market,14,true,valid_signal,6988.4925,0.837729,-31.259684,5.101419,9.999168,40,0,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-10,2020,Bull market,15,true,valid_signal,6702.813,-4.087856,-34.069689,5.04635,9.999168,41,1,watch,watch,watch,watch,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-11,2020,Bull market,15,true,valid_signal,6693.9155,-0.132743,-34.157207,4.892725,9.999168,42,1,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-12,2020,Bull market,15,true,valid_signal,6759.72725,0.983158,-33.509868,4.749782,9.999168,43,1,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-13,2020,Bull market,15,true,valid_signal,6574.44375,-2.740991,-35.332356,4.653771,9.999168,44,2,stress,watch,watch,watch,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-04-14,2020,Bull market,15,true,valid_signal,6795.012,3.354934,-33.1628,4.586226,9.999168,45,2,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-04-15,2020,Bull market,15,true,valid_signal,6691.375,-1.525192,-34.182195,4.462178,9.999168,46,2,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-04-16,2020,Bull market,15,true,valid_signal,6911.01875,3.282491,-32.021732,4.400324,9.999168,47,2,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active; recent_tail_loss_days_gte_2,
2020-04-17,2020,Bull market,16,true,valid_signal,6805.8375,-1.521936,-33.056318,4.28253,9.999168,48,1,watch,watch,watch,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-18,2020,Bull market,16,true,valid_signal,6885.934,1.176879,-32.268471,4.162062,9.999168,49,1,watch,watch,normal,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-19,2020,Bull market,16,true,valid_signal,6804.87075,-1.17723,-33.065827,4.045559,9.999168,50,1,watch,watch,normal,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-20,2020,Bull market,16,true,valid_signal,6824.30175,0.285545,-32.874699,3.922938,7.177766,51,0,watch,watch,normal,normal,crisis,crisis,crisis,false,drawdown_and_var_active; drawdown_and_underwater_duration_active,
2020-04-21,2020,Bull market,16,true,valid_signal,6763.848,-0.88586,-33.469335,3.809615,3.481767,52,0,watch,normal,normal,normal,crisis,crisis,crisis,false,drawdown_and_underwater_duration_active,
2020-04-22,2020,Bull market,16,true,valid_signal,6925.9355,2.39638,-31.875008,3.739911,3.481767,53,0,watch,normal,normal,normal,crisis,crisis,crisis,false,drawdown_and_underwater_duration_active,
2020-04-23,2020,Bull market,16,true,valid_signal,6980.753,0.791482,-31.335811,3.631157,3.481767,54,0,watch,normal,normal,normal,crisis,crisis,crisis,false,drawdown_and_underwater_duration_active,
2020-04-24,2020,Bull market,17,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-25,2020,Bull market,17,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-26,2020,Bull market,17,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-27,2020,Bull market,17,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-28,2020,Bull market,17,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-29,2020,Bull market,17,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-04-30,2020,Bull market,17,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-01,2020,Bull market,18,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-02,2020,Bull market,18,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-03,2020,Bull market,18,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-04,2020,Bull market,18,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-05,2020,Bull market,18,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-06,2020,Bull market,18,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-07,2020,Bull market,18,false,data_gap,,,,3.631157,3.481767,,0,normal,normal,normal,normal,crisis,crisis,crisis,true,,missing_observed_option_instrument; synthetic/theoretical cycle excluded from option valuation
2020-05-08,2020,Bull market,19,true,partial_signal,9530.19375,,-6.258963,3.631157,3.481767,55,0,normal,normal,normal,normal,crisis,crisis,crisis,false,,daily_return_not_computed_across_missing_mtm_gap
2020-05-09,2020,Bull market,19,true,valid_signal,9518.74,-0.120184,-6.371625,3.520661,2.675362,56,0,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-10,2020,Bull market,19,true,valid_signal,8703.387,-8.565766,-14.391612,4.006706,2.675362,57,1,normal,normal,normal,stress,crisis,crisis,crisis,false,,
2020-05-11,2020,Bull market,19,true,valid_signal,8798.6115,1.094109,-13.454964,3.893879,3.481767,58,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-12,2020,Bull market,19,true,valid_signal,8749.8555,-0.554133,-13.934538,3.777695,3.481767,59,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-13,2020,Bull market,19,true,valid_signal,9070.2675,3.661912,-10.782897,3.770848,3.481767,60,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-14,2020,Bull market,19,true,valid_signal,9573.22575,5.545131,-5.835691,3.900134,3.481767,61,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-15,2020,Bull market,20,true,valid_signal,9310.275,-2.746731,-8.422131,3.84071,3.481767,62,2,normal,normal,normal,watch,crisis,crisis,crisis,false,recent_tail_loss_days_gte_2,
2020-05-16,2020,Bull market,20,true,valid_signal,9295.4325,-0.159421,-8.568125,3.723912,3.48435,63,2,normal,normal,normal,normal,crisis,crisis,crisis,false,recent_tail_loss_days_gte_2,
2020-05-17,2020,Bull market,20,true,valid_signal,9561.905,2.866704,-5.947045,3.678117,3.48435,64,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-18,2020,Bull market,20,true,valid_signal,9459.783,-1.068009,-6.951539,3.57565,3.48435,65,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-19,2020,Bull market,20,true,valid_signal,9514.457,0.577963,-6.413753,3.469611,3.48435,66,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-20,2020,Bull market,20,true,valid_signal,9684.288,1.784978,-4.743259,3.392208,3.48435,67,1,normal,normal,normal,normal,crisis,crisis,crisis,false,,
2020-05-21,2020,Bull market,20,true,valid_signal,9287.887,-4.093238,-8.642345,3.438303,3.48435,68,2,normal,normal,normal,watch,crisis,crisis,crisis,false,recent_tail_loss_days_gte_2,
2020-05-22,2020,Bull market,21,true,valid_signal,9035.04375,-2.72229,-11.129365,3.399597,4.090816,69,2,normal,normal,normal,watch,crisis,crisis,crisis,false,recent_tail_loss_days_gte_2,
