year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,86.41524692902394,230.51367950865438,0.6846125596791761,12,12,12,0,0,0,12,12,12,0,0,0,-7607.348431457296,13609.317678607717,6001.969247150419,monthly
2021,2021-01-01,2021-12-31T08:00:00Z,72.4920414184439,99.27358729622435,0.9022931443173745,12,12,12,0,0,0,12,12,12,0,0,0,-6880.2090763647875,22680.283730842733,15800.074654477945,monthly
2022,2022-01-07,2022-12-31T08:00:00Z,-42.95338816685299,-65.09939810105121,0.9229086647497197,12,12,12,0,0,0,12,12,12,0,0,0,14482.649359065403,-33543.88199469077,-19061.232635625354,monthly
2023,2023-01-06,2023-12-31T08:00:00Z,70.63539941039471,157.13374829209047,0.49032508761691407,12,12,12,0,0,0,12,12,12,0,0,0,-9504.116261627976,20752.14847440381,11248.032212775834,monthly
2024,2024-01-05,2024-12-31T08:00:00Z,63.636291511542375,124.53741424303612,0.4349796918336798,12,12,12,0,0,0,12,12,12,0,0,0,-21557.835503665512,46927.337363728344,25369.50186006283,monthly
2025,2025-01-03,2025-12-31T08:00:00Z,15.059032602659617,-6.961725759121551,0.7094559519540139,12,12,12,0,0,0,12,12,12,0,0,0,20556.86110256538,-7076.768745951089,13480.09235661429,monthly
2026,2026-01-02,2026-05-17T08:00:00Z,-7.952579982806829,-12.169617219471384,0.7652901366445608,4,4,4,0,0,0,4,4,4,0,0,0,3427.8966798193956,-10212.858272368388,-6784.9615925489925,monthly
TOTAL,2020-01-03,2026-05-17T08:00:00Z,442.4521668487812,984.4919039642656,,76,76,76,0,0,0,76,76,76,0,0,0,-7082.102131665391,53135.578234572364,46053.47610290696,monthly
