year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,162.62106751842524,392.443729903537,0.8590024398073274,12,12,12,0,0,0,12,12,12,0,0,0,-191.6675458142927,386.6853319194686,195.01778610517587,monthly
2021,2021-01-01,2021-12-31T08:00:00Z,192.76563638146183,507.4518445968005,0.6715641712497241,12,12,12,0,0,0,12,12,12,0,0,0,-990.1154420241762,2023.3874444379069,1033.272002413731,monthly
2022,2022-01-07,2022-12-31T08:00:00Z,-53.321008917680125,-68.11152166610681,1.3225554189469095,12,12,12,0,0,0,12,12,12,0,0,0,653.8488947938969,-2490.233439839055,-1836.3845450451586,monthly
2023,2023-01-06,2023-12-31T08:00:00Z,73.55177799361022,96.60388488602368,0.41329312418016323,12,12,12,0,0,0,12,12,12,0,0,0,-214.22729935607805,1038.5889522846087,824.3616529285309,monthly
2024,2024-01-05,2024-12-31T08:00:00Z,19.767003599132348,42.30175739391342,0.5768877806675213,12,12,12,0,0,0,12,12,12,0,0,0,-676.7696265617756,1111.186297279403,434.4166707176277,monthly
2025,2025-01-03,2025-12-31T08:00:00Z,-17.479383287930716,-10.953643182023553,0.8789815890481465,12,12,12,0,0,0,12,12,12,0,0,0,-480.8490625597153,-56.50692782887165,-537.3559903885871,monthly
2026,2026-01-02,2026-06-16T08:00:00Z,-16.594719122181743,-32.1353065539112,0.8954293442111679,5,5,5,0,0,0,5,5,5,0,0,0,486.0397239354977,-948.1673877101244,-462.12766377462685,monthly
TOTAL,2020-01-03,2026-06-16T08:00:00Z,413.44436092791545,1512.741157556271,,77,77,77,0,0,0,77,77,77,0,0,0,-1413.7403575866433,1064.9402705433367,-348.80008704330703,monthly
