seriesId,policyId,economicScenarioId,validReturnDays,totalReturnPct,CAGRpct,maxDrawdownPct,maxUnderwaterDurationDays,volatilityPct,historicalVaRPct,ewmaMaxPct
UNHEDGED,,,1480,51.442572,7.194406,-80.891376,1173,2.909341,-4.180938,7.713906
NET_HEDGED,stress30_crisis40,BASE,1480,90.721344,11.413209,-74.481454,891,2.636373,-3.768169,6.869553
NET_HEDGED,stress30_crisis40,CONSERVATIVE,1480,84.3173,10.778051,-75.122768,892,2.637251,-3.768169,6.870893
NET_HEDGED,stress30_crisis40,STRESS,1480,75.832641,9.907611,-75.94699,894,2.637601,-3.768169,6.873019
NET_HEDGED,stress25_crisis50,BASE,1480,80.603387,10.401236,-76.084319,894,2.66343,-3.798412,6.89128
NET_HEDGED,stress25_crisis50,CONSERVATIVE,1480,75.332082,9.855175,-76.613368,895,2.664243,-3.799162,6.89243
NET_HEDGED,stress25_crisis50,STRESS,1480,68.19317,9.093426,-77.306142,911,2.664577,-3.799725,6.894255
