date,year,regime,policyId,economicScenarioId,source_alert_state,applied_alert_state,hedge_ratio,ccw_daily_return_pct,underlying_daily_return_pct,gross_hedged_daily_return_pct,net_hedged_daily_return_pct,unhedged_equity,gross_hedged_equity,net_hedged_equity,hedge_notional,delta_hedge_notional,required_margin,funding_daily,basis_daily,collateral_effect_daily,fee_cost,slippage_cost,funding_effect,basis_effect,collateral_effect,net_implementation_cost,net_implementation_cost_pct_of_equity
2024-11-23,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.833766,1.627937,1.833766,1.833766,1.777349,2.171651,2.162189,0,0,0,0.000527,0,0,0,0,0,0,0,0,0
2024-11-24,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.421748,-1.818641,-1.421748,-1.421748,1.75208,2.140776,2.131448,0,0,0,0.000964,0,0,0,0,0,0,0,0,0
2024-11-25,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.246303,-1.444703,-1.246303,-1.246303,1.730244,2.114095,2.104884,0,0,0,0.001064,0,0,0,0,0,0,0,0,0
2024-11-26,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-2.352202,-2.674827,-2.352202,-2.352202,1.689545,2.064368,2.055373,0,0,0,0.000327,0,0,0,0,0,0,0,0,0
2024-11-27,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.944046,1.872649,1.944046,1.944046,1.72239,2.1045,2.09533,0,0,0,0.000739,0,0,0,0,0,0,0,0,0
2024-11-28,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,0.612258,0.572009,0.612258,0.612258,1.732936,2.117385,2.108159,0,0,0,0.000625,0,0,0,0,0,0,0,0,0
2024-11-29,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-11-30,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-12-03,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-12-04,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-12-05,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-12-06,2024,ETF/Bull,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2024-12-07,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,0.054398,0.10511,0.054398,0.054398,1.733878,2.118537,2.109306,0,0,0,0.000351,0,0,0,0,0,0,0,0,0
2024-12-08,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,0.348157,0.348157,0.348157,0.348157,1.739915,2.125913,2.11665,0,0,0,0.000801,0,0,0,0,0,0,0,0,0
2024-12-09,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,0.580251,0.580251,0.580251,0.580251,1.750011,2.138248,2.128932,0,0,0,0.000436,0,0,0,0,0,0,0,0,0
2024-12-10,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.710874,-2.609258,-1.710874,-1.710874,1.72007,2.101665,2.092508,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-11,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.794406,1.855789,1.794406,1.794406,1.750935,2.139378,2.130056,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-12,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.929178,2.031723,1.929178,1.929178,1.784714,2.18065,2.171149,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-13,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.195266,-0.544906,-1.195266,-1.195266,1.763382,2.154586,2.145198,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-14,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,0.483708,0.331306,0.483708,0.483708,1.771912,2.165008,2.155574,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-15,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,0.95991,1.576146,0.95991,0.95991,1.78892,2.18579,2.176266,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-16,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.40759,2.449805,1.40759,1.40759,1.814101,2.216557,2.206899,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-17,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.582661,2.477895,1.582661,1.582661,1.842812,2.251637,2.241827,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-18,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.563757,-3.953711,-1.563757,-1.563757,1.813995,2.216427,2.20677,0,0,0,0.000293,0,0,0,0,0,0,0,0,0
2024-12-19,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.732747,-2.785049,-1.732747,-1.732747,1.782563,2.178022,2.168532,0,0,0,-0.000004,0,0,0,0,0,0,0,0,0
2024-12-20,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-6.247014,-5.375775,-6.247014,-6.247014,1.671206,2.041961,2.033064,0,0,0,0.000071,0,0,0,0,0,0,0,0,0
2024-12-21,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.744614,1.590689,1.744614,1.744614,1.700362,2.077585,2.068533,0,0,0,-0.000086,0,0,0,0,0,0,0,0,0
2024-12-22,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.453928,-1.800573,-1.453928,-1.453928,1.67564,2.047378,2.038458,0,0,0,0.000083,0,0,0,0,0,0,0,0,0
2024-12-23,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-1.254686,-1.432998,-1.254686,-1.254686,1.654616,2.02169,2.012882,0,0,0,0.000063,0,0,0,0,0,0,0,0,0
2024-12-24,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,3.333094,3.572075,3.333094,3.333094,1.709766,2.089075,2.079973,0,0,0,0.000183,0,0,0,0,0,0,0,0,0
2024-12-25,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,1.513955,1.310214,1.513955,1.513955,1.735651,2.120703,2.111463,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2024-12-26,2024,ETF/Bull,stress25_crisis50,BASE,normal,normal,0,-2.949134,-3.25979,-2.949134,-2.949134,1.684465,2.05816,2.049193,0,0,0,0.000211,0,0,0,0,0,0,0,0,0
2025-01-03,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,1.159182,1.05695,1.159182,1.159182,1.703991,2.082018,2.072947,0,0,0,0.000189,0,0,0,0,0,0,0,0,0
2025-01-05,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-0.175421,-0.175421,-0.175421,-0.175421,1.701001,2.078366,2.06931,0,0,0,0.000275,0,0,0,0,0,0,0,0,0
2025-01-06,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,1.669293,2.864791,1.669293,1.669293,1.729396,2.11306,2.103853,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-07,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.322733,-0.793091,0.322733,0.322733,1.734977,2.11988,2.110643,0,0,0,0.000182,0,0,0,0,0,0,0,0,0
2025-01-08,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-3.621218,-4.557309,-3.621218,-3.621218,1.67215,2.043114,2.034212,0,0,0,0.000232,0,0,0,0,0,0,0,0,0
2025-01-09,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-2.551108,-2.668058,-2.551108,-2.551108,1.629492,1.990992,1.982317,0,0,0,0.000107,0,0,0,0,0,0,0,0,0
2025-01-10,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-0.030817,0.968875,-0.030817,-0.030817,1.62899,1.990378,1.981706,0,0,0,0.000149,0,0,0,0,0,0,0,0,0
2025-01-11,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,1.091702,0.938764,1.091702,1.091702,1.646773,2.012107,2.003341,0,0,0,0.000178,0,0,0,0,0,0,0,0,0
2025-01-12,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.1562,0.206733,0.1562,0.1562,1.649346,2.01525,2.00647,0,0,0,0.000232,0,0,0,0,0,0,0,0,0
2025-01-13,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-2.55789,-3.027585,-2.55789,-2.55789,1.607157,1.963702,1.955146,0,0,0,0.00018,0,0,0,0,0,0,0,0,0
2025-01-14,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,3.946001,4.713634,3.946001,3.946001,1.670576,2.04119,2.032297,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-15,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,3.106391,3.630572,3.106391,3.106391,1.72247,2.104598,2.095428,0,0,0,0.000224,0,0,0,0,0,0,0,0,0
2025-01-16,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-1.004513,-2.295975,-1.004513,-1.004513,1.705168,2.083457,2.074379,0,0,0,0.000258,0,0,0,0,0,0,0,0,0
2025-01-17,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,4.718166,6.156309,4.718166,4.718166,1.78562,2.181758,2.172251,0,0,0,0.000276,0,0,0,0,0,0,0,0,0
2025-01-18,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.224967,0.531779,0.224967,0.224967,1.789637,2.186666,2.177138,0,0,0,0.000293,0,0,0,0,0,0,0,0,0
2025-01-19,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.163055,1.143528,0.163055,0.163055,1.792555,2.190231,2.180688,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-20,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,1.054519,2.319677,1.054519,1.054519,1.811458,2.213328,2.203684,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-21,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-1.504516,-3.959389,-1.504516,-1.504516,1.784205,2.180028,2.170529,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-22,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,1.716184,0.895065,1.716184,1.716184,1.814825,2.217441,2.207779,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-23,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.974995,0.822388,0.974995,0.974995,1.832519,2.239061,2.229305,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-24,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-0.228445,0.735777,-0.228445,-0.228445,1.828333,2.233946,2.224212,0,0,0,0.000238,0,0,0,0,0,0,0,0,0
2025-01-25,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-0.406278,-1.110476,-0.406278,-0.406278,1.820905,2.22487,2.215176,0,0,0,0.000227,0,0,0,0,0,0,0,0,0
2025-01-26,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.283137,0.232515,0.283137,0.283137,1.826061,2.231169,2.221448,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-01-27,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-2.468839,-2.909934,-2.468839,-2.468839,1.780978,2.176085,2.166604,0,0,0,0.000116,0,0,0,0,0,0,0,0,0
2025-01-28,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,1.138846,0.875252,1.138846,1.138846,1.801261,2.200868,2.191278,0,0,0,0.000065,0,0,0,0,0,0,0,0,0
2025-01-29,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-0.638364,-0.757742,-0.638364,-0.638364,1.789762,2.186818,2.17729,0,0,0,0.000061,0,0,0,0,0,0,0,0,0
2025-01-30,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,3.893428,3.862232,3.893428,3.893428,1.859445,2.27196,2.262061,0,0,0,0.000276,0,0,0,0,0,0,0,0,0
2025-01-31,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,2025,Mixed,stress25_crisis50,BASE,normal,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-2.175229,-3.353841,-2.175229,-2.175229,1.818998,2.22254,2.212856,0,0,0,-0.000033,0,0,0,0,0,0,0,0,0
2025-02-09,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.14018,0.130127,0.14018,0.14018,1.821548,2.225656,2.215958,0,0,0,0.000061,0,0,0,0,0,0,0,0,0
2025-02-10,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,1.124364,1.236159,1.124364,1.124364,1.842029,2.25068,2.240874,0,0,0,0.0002,0,0,0,0,0,0,0,0,0
2025-02-11,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-0.062799,-0.333251,-0.062799,-0.062799,1.840872,2.249267,2.239466,0,0,0,0.000114,0,0,0,0,0,0,0,0,0
2025-02-12,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-1.461396,-1.638854,-1.461396,-1.461396,1.813969,2.216396,2.206739,0,0,0,0.000055,0,0,0,0,0,0,0,0,0
2025-02-13,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.407864,0.367697,0.407864,0.407864,1.821368,2.225436,2.215739,0,0,0,0.000207,0,0,0,0,0,0,0,0,0
2025-02-14,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.833112,1.533765,0.833112,0.833112,1.836542,2.243976,2.234199,0,0,0,0.000289,0,0,0,0,0,0,0,0,0
2025-02-15,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.446833,0.396281,0.446833,0.446833,1.844748,2.254003,2.244182,0,0,0,0.000082,0,0,0,0,0,0,0,0,0
2025-02-16,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-0.496864,-0.69677,-0.496864,-0.496864,1.835582,2.242804,2.233032,0,0,0,0.000041,0,0,0,0,0,0,0,0,0
2025-02-17,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.011919,-0.098469,0.011919,0.011919,1.835801,2.243071,2.233298,0,0,0,0.000041,0,0,0,0,0,0,0,0,0
2025-02-18,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,-1.280264,-1.47798,-1.280264,-1.280264,1.812298,2.214354,2.204706,0,0,0,0.000138,0,0,0,0,0,0,0,0,0
2025-02-19,2025,Mixed,stress25_crisis50,BASE,normal,normal,0,0.409844,0.329468,0.409844,0.409844,1.819726,2.223429,2.213741,0,0,0,0.000297,0,0,0,0,0,0,0,0,0
2025-02-20,2025,Mixed,stress25_crisis50,BASE,watch,normal,0,1.320354,1.269689,1.320354,1.320354,1.843753,2.252786,2.242971,0,0,0,0.000278,0,0,0,0,0,0,0,0,0
2025-02-21,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,1.081343,1.886326,1.081343,1.081343,1.86369,2.277147,2.267225,0,0,0,0.000126,0,0,0,0,0,0,0,0,0
2025-02-22,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-1.845962,-2.308813,-1.845962,-1.845962,1.829287,2.235111,2.225373,0,0,0,0.000864,0,0,0,0,0,0,0,0,0
2025-02-23,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-0.881639,-0.980986,-0.881639,-0.881639,1.813159,2.215406,2.205753,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-02-24,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-0.838127,-0.967167,-0.838127,-0.838127,1.797963,2.196838,2.187266,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-02-25,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-8.626384,-8.68123,-8.626384,-8.626384,1.642863,2.00733,1.998584,0,0,0,0.0003,0,0,0,0,0,0,0,0,0
2025-02-26,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,1.536865,1.516554,1.536865,1.536865,1.668112,2.03818,2.0293,0,0,0,0.000297,0,0,0,0,0,0,0,0,0
2025-02-27,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-3.459553,-3.459553,-3.459553,-3.459553,1.610403,1.967668,1.959095,0,0,0,-0.000152,0,0,0,0,0,0,0,0,0
2025-02-28,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-02,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-08,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-2.700717,-4.498394,-2.700717,-2.700717,1.56691,1.914527,1.906185,0,0,0,0.000177,0,0,0,0,0,0,0,0,0
2025-03-09,2025,Mixed,stress25_crisis50,BASE,stress,watch,0,-2.942812,-3.127627,-2.942812,-2.942812,1.520799,1.858186,1.85009,0,0,0,0.000055,0,0,0,0,0,0,0,0,0
2025-03-10,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,-2.446683,-2.524835,-1.815474,-1.845434,1.48359,1.824451,1.815948,0.462522,0.462522,0.154174,-0.000448,0,0,0.000254,0.000093,-0.000207,0,0,0.000554,0.030523
2025-03-11,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,-0.205142,-0.275047,-0.13638,-0.134859,1.480547,1.821963,1.813499,0.453987,0,0.151329,0.000061,0,0,0,0,0.000028,0,0,-0.000028,-0.001523
2025-03-12,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,1.732157,1.701625,1.306751,1.312135,1.506192,1.845772,1.837294,0.453375,0,0.151125,0.000215,0,0,0,0,0.000098,0,0,-0.000098,-0.005315
2025-03-13,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,-1.090199,-1.119875,-0.81023,-0.807058,1.489771,1.830817,1.822466,0.459324,0,0.153108,0.000127,0,0,0,0,0.000058,0,0,-0.000058,-0.003198
2025-03-14,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,0.021777,1.689655,-0.400637,-0.400997,1.490096,1.823482,1.815158,0.455617,0,0.151872,-0.000014,0,0,0,0,-0.000007,0,0,0.000007,0.000362
2025-03-15,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,1.627264,1.627264,1.220448,1.22607,1.514344,1.845736,1.837413,0.45379,0,0.151263,0.000225,0,0,0,0,0.000102,0,0,-0.000102,-0.005554
2025-03-16,2025,Mixed,stress25_crisis50,BASE,watch,stress,0.25,-1.485455,-2.082815,-0.964751,-0.963452,1.491849,1.827929,1.819711,0.459353,0,0.153118,0.000052,0,0,0,0,0.000024,0,0,-0.000024,-0.001312
2025-03-17,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,0.545427,0.393239,0.545427,0.526677,1.499986,1.8379,1.829295,0,-0.454928,0,0.00004,0,0,0.00025,0.000091,0,0,0,0.000341,0.018652
2025-03-18,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-1.458219,-2.021766,-1.458219,-1.458219,1.478113,1.811099,1.80262,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-19,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,3.132079,3.568507,3.132079,3.132079,1.524408,1.867824,1.859079,0,0,0,0.000092,0,0,0,0,0,0,0,0,0
2025-03-20,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,1.748099,1.799384,1.748099,1.748099,1.551056,1.900475,1.891578,0,0,0,0.000073,0,0,0,0,0,0,0,0,0
2025-03-21,2025,Mixed,stress25_crisis50,BASE,stress,watch,0,-2.133043,-2.182346,-2.133043,-2.133043,1.517972,1.859937,1.851229,0,0,0,0.000001,0,0,0,0,0,0,0,0,0
2025-03-22,2025,Mixed,stress25_crisis50,BASE,watch,stress,0.25,0.461329,0.36021,0.371277,0.354494,1.524975,1.866843,1.857792,0.462807,0.462807,0.154269,0.000079,0,0,0.000255,0.000093,0.000036,0,0,0.000311,0.016723
2025-03-23,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,1.071615,1.122507,1.071615,1.052865,1.541316,1.886848,1.877352,0,-0.464448,0,-0.000034,0,0,0.000255,0.000093,0,0,0,0.000348,0.018555
2025-03-24,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,2.21205,3.042198,2.21205,2.21205,1.575411,1.928586,1.91888,0,0,0,0.000141,0,0,0,0,0,0,0,0,0
2025-03-25,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,0.399856,-0.107214,0.399856,0.399856,1.58171,1.936298,1.926553,0,0,0,0.00002,0,0,0,0,0,0,0,0,0
2025-03-26,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-0.373246,-0.674233,-0.373246,-0.373246,1.575807,1.929071,1.919362,0,0,0,0.000005,0,0,0,0,0,0,0,0,0
2025-03-27,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,0.075882,-0.445451,0.075882,0.075882,1.577003,1.930535,1.920818,0,0,0,-0.000012,0,0,0,0,0,0,0,0,0
2025-03-28,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-29,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-30,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-01,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-02,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-03,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-04,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
2025-04-05,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-0.656533,-0.906265,-0.656533,-0.656533,1.566649,1.91786,1.908207,0,0,0,0.000226,0,0,0,0,0,0,0,0,0
2025-04-06,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-0.641608,-0.541599,-0.641608,-0.641608,1.556597,1.905555,1.895964,0,0,0,0.000194,0,0,0,0,0,0,0,0,0
2025-04-07,2025,Mixed,stress25_crisis50,BASE,stress,watch,0,-3.98987,-4.432357,-3.98987,-3.98987,1.494491,1.829526,1.820318,0,0,0,0.000006,0,0,0,0,0,0,0,0,0
2025-04-08,2025,Mixed,stress25_crisis50,BASE,watch,stress,0.25,1.626739,1.555515,1.23786,1.222033,1.518803,1.852173,1.842563,0.455079,0.455079,0.151693,0.000117,0,0,0.00025,0.000091,0.000053,0,0,0.000288,0.015636
2025-04-09,2025,Mixed,stress25_crisis50,BASE,stress,watch,0,-2.290722,-2.36892,-2.290722,-2.309472,1.484011,1.809745,1.800009,0,-0.460641,0,0.000102,0,0,0.000253,0.000092,0,0,0,0.000345,0.019193
2025-04-10,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,3.642795,3.611699,2.73987,2.727097,1.53807,1.859329,1.849097,0.450002,0.450002,0.150001,0.000239,0,0,0.000248,0.00009,0.000108,0,0,0.00023,0.012434
2025-04-11,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,0.285899,2.218013,-0.268604,-0.265609,1.542468,1.854335,1.844186,0.462274,0,0.154091,0.00012,0,0,0,0,0.000055,0,0,-0.000055,-0.003003
2025-04-12,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,1.502543,2.179574,0.957649,0.959529,1.565644,1.872093,1.861881,0.461046,0,0.153682,0.000075,0,0,0,0,0.000035,0,0,-0.000035,-0.001861
2025-04-13,2025,Mixed,stress25_crisis50,BASE,stress,stress,0.25,-0.669828,-0.924,-0.438828,-0.436697,1.555157,1.863878,1.853751,0.46547,0,0.155157,0.000085,0,0,0,0,0.00004,0,0,-0.00004,-0.00214
2025-04-14,2025,Mixed,stress25_crisis50,BASE,watch,stress,0.25,0.843294,0.89493,0.619562,0.620962,1.568271,1.875426,1.865262,0.463438,0,0.154479,0.000056,0,0,0,0,0.000026,0,0,-0.000026,-0.001392
2025-04-15,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,1.390194,1.49413,1.390194,1.371444,1.590073,1.901498,1.890843,0,-0.466315,0,0.000176,0,0,0.000256,0.000093,0,0,0,0.00035,0.018496
2025-04-16,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-0.202247,-2.108891,-0.202247,-0.202247,1.586858,1.897652,1.887018,0,0,0,-0.000172,0,0,0,0,0,0,0,0,0
2025-04-17,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,0.9009,0.748941,0.9009,0.9009,1.601154,1.914748,1.904019,0,0,0,-0.000012,0,0,0,0,0,0,0,0,0
2025-04-18,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,0.087178,0.187768,0.087178,0.087178,1.602549,1.916417,1.905678,0,0,0,-0.000014,0,0,0,0,0,0,0,0,0
2025-04-19,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,1.068364,1.119178,1.068364,1.068364,1.619671,1.936891,1.926038,0,0,0,0.000157,0,0,0,0,0,0,0,0,0
2025-04-20,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,-1.253514,-1.44181,-1.253514,-1.253514,1.599368,1.912612,1.901895,0,0,0,-0.000024,0,0,0,0,0,0,0,0,0
2025-04-21,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,2.544674,3.207589,2.544674,2.544674,1.640066,1.961282,1.950292,0,0,0,0.00021,0,0,0,0,0,0,0,0,0
2025-04-22,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,2.245904,3.818918,2.245904,2.245904,1.676901,2.00533,1.994094,0,0,0,0.000061,0,0,0,0,0,0,0,0,0
2025-04-23,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,0.001627,3.176282,0.001627,0.001627,1.676928,2.005363,1.994126,0,0,0,0.000056,0,0,0,0,0,0,0,0,0
2025-04-24,2025,Mixed,stress25_crisis50,BASE,watch,watch,0,0.386886,-0.298889,0.386886,0.386886,1.683416,2.013122,2.001841,0,0,0,-0.000029,0,0,0,0,0,0,0,0,0
2025-04-25,2025,Mixed,stress25_crisis50,BASE,watch,,,,,,,,,,,,,,,,,,,,,,
