year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,51.48407193304039,221.28857381150956,0.6672176708007657,25,25,19,6,6,1,-6644.7148761971175,10131.808809170561,3487.0939329734447,14d
2021,2021-01-01,2021-12-31T08:00:00Z,61.78407581274068,61.66378291333321,0.6382218339186618,26,26,19,7,7,0,-4711.384002995401,21707.118256073543,16995.734253078143,14d
2022,2022-01-07,2022-12-31T08:00:00Z,-13.276541437976807,-59.60966721012755,0.6418789155601234,25,25,18,7,7,0,26948.46668968325,-32250.507946759175,-5302.04125707592,14d
2023,2023-01-06,2023-12-31T08:00:00Z,77.0081742789121,159.8790442709885,0.2973539754866612,25,25,18,7,7,0,-9198.957565046805,21877.67809838125,12678.720533334446,14d
2024,2024-01-05,2024-12-31T08:00:00Z,57.05463562804645,122.75386282000116,0.3863118728318689,25,25,18,7,7,0,-22192.136804499423,46070.89323476322,23878.756430263817,14d
2025,2025-01-03,2025-12-31T08:00:00Z,-0.4358942068375615,-8.685311925557437,0.48064765076152094,25,25,19,6,6,0,5595.365058926007,-6001.442391131152,-406.0773322051459,14d
2026,2026-01-02,2026-05-15T08:00:00Z,-4.0224048046811784,-10.263744678934206,0.6432737726646758,9,9,8,1,1,0,3911.970654748374,-7408.777557821502,-3496.806903073132,14d
TOTAL,2020-01-03,2026-05-15T08:00:00Z,464.6197640439704,895.1545582653586,,160,160,119,41,41,1,-6291.390845381117,54126.77050267675,47835.37965729565,14d
