year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,122.8158069275855,392.443729903537,0.8512061608834013,12,12,12,0,0,0,12,12,12,0,0,0,-216.8991459529401,364.1818266734114,147.28268072047138,monthly
2021,2021-01-01,2021-12-31T08:00:00Z,213.18688840689754,507.4518445968005,0.620687990654281,12,12,12,0,0,0,12,12,12,0,0,0,-894.8249105829664,2037.5599291660387,1142.7350185830726,monthly
2022,2022-01-07,2022-12-31T08:00:00Z,-50.98139250259004,-68.11152166610681,1.2739650445290345,12,12,12,0,0,0,12,12,12,0,0,0,717.6736512456828,-2454.5099614598425,-1736.8363102141598,monthly
2023,2023-01-06,2023-12-31T08:00:00Z,69.33698887964161,96.60388488602368,0.3736080888070062,12,12,12,0,0,0,12,12,12,0,0,0,-265.3095395804986,1042.4322186117809,777.1226790312824,monthly
2024,2024-01-05,2024-12-31T08:00:00Z,22.64329750164109,42.30175739391342,0.5094153133948364,12,12,12,0,0,0,12,12,12,0,0,0,-645.2109634402091,1138.349263461062,493.1383000208533,monthly
2025,2025-01-03,2025-12-31T08:00:00Z,-16.968071832819355,-10.953643182023553,0.8113696865287269,12,12,12,0,0,0,12,12,12,0,0,0,-492.6543223722824,-22.504576470987736,-515.1588988432701,monthly
2026,2026-01-02,2026-06-16T08:00:00Z,-14.30826748893763,-32.1353065539112,0.857821969854211,5,5,5,0,0,0,5,5,5,0,0,0,551.2805173419396,-944.4480098699172,-393.16749252797774,monthly
TOTAL,2020-01-03,2026-06-16T08:00:00Z,405.4640088853644,1512.741157556271,,77,77,77,0,0,0,77,77,77,0,0,0,-1245.944713341274,1161.0606901115457,-84.88402322972809,monthly
