date,snapshot_time_ny,snapshot_time_utc,snapshot_timestamp,cycle_id,instrument_name,underlying_price,option_price_proxy,option_price_proxy_underlying,option_price_proxy_source,approximate_CCW_value,daily_return,daily_return_pct,rolling_peak,rolling_drawdown,rolling_drawdown_pct,EWMA_vol,EWMA_vol_pct,historical_VaR,historical_VaR_pct,underlying_price_found,option_price_found,notes
2025-01-03,10:00,15:00,1735916400000,1,BTC-10JAN25-101000-C,97024.5,1115.78175,0.0115,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,95908.71825,,,95908.71825,0,0,,,,,true,true,
2025-01-04,10:00,15:00,1736002800000,1,BTC-10JAN25-101000-C,98050,1029.525,0.0105,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,97020.475,0.011592,1.159182,97020.475,0,0,0.011592,1.159182,,,true,true,
2025-01-05,10:00,15:00,1736089200000,1,BTC-10JAN25-101000-C,97878,1027.719,0.0105,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,96850.281,-0.001754,-0.175421,97020.475,-0.001754,-0.175421,0.011247,1.12469,,,true,true,
2025-01-06,10:00,15:00,1736175600000,1,BTC-10JAN25-101000-C,100682,2215.004,0.022,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,98466.996,0.016693,1.669293,98466.996,0,0,0.011646,1.16457,,,true,true,
2025-01-07,10:00,15:00,1736262000000,1,BTC-10JAN25-101000-C,99883.5,1098.7185,0.011,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,98784.7815,0.003227,0.322733,98784.7815,0,0,0.011319,1.131857,,,true,true,
2025-01-08,10:00,15:00,1736348400000,1,BTC-10JAN25-101000-C,95331.5,123.93095,0.0013,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,95207.56905,-0.036212,-3.621218,98784.7815,-0.036212,-3.621218,0.01411,1.411038,,,true,true,
2025-01-09,10:00,15:00,1736434800000,1,BTC-10JAN25-101000-C,92788,9.2788,0.0001,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,92778.7212,-0.025511,-2.551108,98784.7815,-0.060799,-6.079945,0.01504,1.504013,,,true,true,
2025-01-10,10:00,15:00,1736521200000,2,BTC-17JAN25-99000-C,93687,936.87,0.01,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,92750.13,-0.000308,-0.030817,98784.7815,-0.061089,-6.108888,0.014582,1.458214,,,true,true,
2025-01-11,10:00,15:00,1736607600000,2,BTC-17JAN25-99000-C,94566.5,803.81525,0.0085,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,93762.68475,0.010917,1.091702,98784.7815,-0.050839,-5.083877,0.014389,1.438859,,,true,true,
2025-01-12,10:00,15:00,1736694000000,2,BTC-17JAN25-99000-C,94762,852.858,0.009,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,93909.142,0.001562,0.1562,98784.7815,-0.049356,-4.935618,0.013955,1.39555,,,true,true,
