year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,274.47849834633394,392.443729903537,0.9921848626389325,12,12,12,0,0,0,12,12,12,0,0,0,-106.17758523507639,435.33659210797373,329.15900687289735,monthly
2021,2021-01-01,2021-12-31T08:00:00Z,260.3440431982927,507.4518445968005,0.6624735671329399,12,12,11,1,1,0,12,12,11,1,1,0,-760.6554259230218,2156.1645834766696,1395.509157553648,monthly
2022,2022-01-07,2022-12-31T08:00:00Z,-57.508241515301876,-68.11152166610681,1.392890408852646,12,12,12,0,0,0,12,12,12,0,0,0,487.25880171312724,-2506.372801888867,-2019.1140001757396,monthly
2023,2023-01-06,2023-12-31T08:00:00Z,91.52610492751873,96.60388488602368,0.5212297092819682,12,12,12,0,0,0,12,12,12,0,0,0,-33.57024645604516,1091.969360213325,1058.3991137572798,monthly
2024,2024-01-05,2024-12-31T08:00:00Z,15.547550770009998,42.30175739391342,0.7062682387974313,12,12,12,0,0,0,12,12,12,0,0,0,-730.6611436027101,1077.6069934303457,346.94584982763513,monthly
2025,2025-01-03,2025-12-31T08:00:00Z,-22.59515479308728,-10.953643182023553,0.9956039882046703,12,12,12,0,0,0,12,12,12,0,0,0,-566.8232129683033,-142.80595763271378,-709.629170601017,monthly
2026,2026-01-02,2026-06-16T08:00:00Z,-20.725043843462878,-32.1353065539112,0.9995360525292785,5,5,5,0,0,0,5,5,5,0,0,0,364.58021864966963,-956.4330675788801,-591.8528489292104,monthly
TOTAL,2020-01-03,2026-06-16T08:00:00Z,678.6491537486639,1512.741157556271,,77,77,76,1,1,0,77,77,76,1,1,0,-1346.0485938223599,1155.4657021278535,-190.58289169450666,monthly
