year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,102.83566444139001,402.64488525865414,0.769906912991755,25,25,19,6,6,0,25,25,19,6,6,0,-185.95074669597707,316.9562361156294,131.00548941965226,14d
2021,2021-01-01,2021-12-31T08:00:00Z,161.1564665399606,403.27968623208005,0.6132463672352843,26,26,18,8,8,0,26,26,18,8,8,0,-963.5778442935966,2088.439666728664,1124.8618224350669,14d
2022,2022-01-07,2022-12-31T08:00:00Z,-16.831246908196373,-61.822129201549416,0.7837666196409031,25,25,18,7,7,0,25,25,18,7,7,0,1870.0753030614385,-2383.0146890374126,-512.9393859759742,14d
2023,2023-01-06,2023-12-31T08:00:00Z,57.56333526337054,82.27280012822568,0.3209320464661812,25,25,18,7,7,0,25,25,18,7,7,0,-284.5530696941564,990.2585494057081,705.7054797115512,14d
2024,2024-01-05,2024-12-31T08:00:00Z,5.872601528790478,50.069837046890584,0.49564276031376675,25,25,18,7,7,0,25,25,18,7,7,0,-1013.1732587286674,1139.1916751767806,126.01841644811304,14d
2025,2025-01-03,2025-12-31T08:00:00Z,-20.78153208431224,-13.991691567669996,0.6121973520383469,25,25,19,6,6,0,25,25,19,6,6,0,-577.118357368564,-107.93866528499402,-685.0570226535584,14d
2026,2026-01-02,2026-06-16T08:00:00Z,-29.719113998352885,-44.35470496533882,0.8729211203020855,11,11,9,2,2,0,11,11,9,2,2,0,494.0025999174816,-1360.4361161119232,-866.4335161944416,14d
TOTAL,2020-01-03,2026-06-16T08:00:00Z,309.17369895623426,1164.3476480325794,,162,162,119,43,43,0,162,162,119,43,43,0,-660.2953738020417,683.4566569924527,23.161283190409108,14d
