year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,66.95262101589898,230.51367950865438,0.5685057561052692,12,12,12,0,0,0,12,12,12,0,0,0,-8022.438816049671,12382.444380596986,4360.005564547314,monthly
2021,2021-01-01,2021-12-31T08:00:00Z,68.7991017517415,99.27358729622435,0.7461259380369024,12,12,12,0,0,1,12,12,12,0,0,1,-7691.312246737673,22409.554307832004,14718.242061094334,monthly
2022,2022-01-07,2022-12-31T08:00:00Z,-36.20807826715256,-65.09939810105121,0.8248358617178405,12,12,12,0,0,0,12,12,12,0,0,0,17479.32836794591,-33282.41654380118,-15803.088175855264,monthly
2023,2023-01-06,2023-12-31T08:00:00Z,43.109906548431745,157.13374829209047,0.35372961378140166,12,12,12,0,0,0,12,12,12,0,0,0,-12501.28452033705,19142.514892174386,6641.230371837335,monthly
2024,2024-01-05,2024-12-31T08:00:00Z,51.497012953347564,124.53741424303612,0.2804678578514727,12,12,12,0,0,0,12,12,12,0,0,0,-24902.77099491126,44985.76329809983,20082.99230318857,monthly
2025,2025-01-03,2025-12-31T08:00:00Z,14.451336897677525,-6.961725759121551,0.583858319683872,12,12,12,0,0,0,12,12,12,0,0,0,18636.82650908705,-6009.860631040787,12626.965878046267,monthly
2026,2026-01-02,2026-05-17T08:00:00Z,-3.8424262558635847,-12.169617219471384,0.644247198604955,4,4,4,0,0,0,4,4,4,0,0,0,6528.491628013906,-9735.385307341956,-3206.89367932805,monthly
TOTAL,2020-01-03,2026-05-17T08:00:00Z,328.95051441105363,984.4919039642656,,76,76,76,0,0,1,76,76,76,0,0,1,-10473.160072988792,49892.61439651929,39419.45432353051,monthly
