date,snapshot_time_ny,snapshot_time_utc,snapshot_timestamp,cycle_id,instrument_name,underlying_price,option_price_proxy,option_price_proxy_underlying,option_price_proxy_source,approximate_CCW_value,daily_return,daily_return_pct,rolling_peak,rolling_drawdown,rolling_drawdown_pct,EWMA_vol,EWMA_vol_pct,historical_VaR,historical_VaR_pct,underlying_price_found,option_price_found,notes
2024-01-05,10:00,15:00,1704466800000,1,BTC-12JAN24-46000-C,43590,1089.75,0.025,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42500.25,,,42500.25,0,0,,,,,true,true,
2024-01-06,10:00,15:00,1704553200000,1,BTC-12JAN24-46000-C,43857.5,1008.7225,0.023,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42848.7775,0.008201,0.82006,42848.7775,0,0,0.008201,0.82006,,,true,true,
2024-01-07,10:00,15:00,1704639600000,1,BTC-12JAN24-46000-C,44430.5,1332.915,0.03,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,43097.585,0.005807,0.580664,43097.585,0,0,0.008077,0.8077,,,true,true,
2024-01-08,10:00,15:00,1704726000000,1,BTC-12JAN24-46000-C,44850.5,1278.23925,0.0285,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,43572.26075,0.011014,1.101398,43572.26075,0,0,0.008283,0.828264,,,true,true,
2024-01-09,10:00,15:00,1704812400000,1,BTC-12JAN24-46000-C,46607.5,1840.99625,0.0395,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,44766.50375,0.027408,2.740833,44766.50375,0,0,0.010467,1.046704,,,true,true,
2024-01-10,10:00,15:00,1704898800000,1,BTC-12JAN24-46000-C,44818,806.724,0.018,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,44011.276,-0.01687,-1.687038,44766.50375,-0.01687,-1.687038,0.010957,1.095728,,,true,true,
2024-01-11,10:00,15:00,1704985200000,1,BTC-12JAN24-46000-C,48576.5,2768.8605,0.057,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,45807.6395,0.040816,4.081598,45807.6395,0,0,0.014588,1.458818,,,true,true,
2024-01-12,10:00,15:00,1705071600000,2,BTC-19JAN24-48000-C,45441,431.6895,0.0095,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,45009.3105,-0.017428,-1.742786,45807.6395,-0.017428,-1.742786,0.014774,1.477396,,,true,true,
2024-01-13,10:00,15:00,1705158000000,2,BTC-19JAN24-48000-C,42856.5,89.99865,0.0021,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42766.50135,-0.04983,-4.982989,45807.6395,-0.066389,-6.638932,0.018819,1.8819,,,true,true,
2024-01-14,10:00,15:00,1705244400000,2,BTC-19JAN24-48000-C,42808.5,68.4936,0.0016,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42740.0064,-0.00062,-0.061953,45807.6395,-0.066968,-6.696772,0.018246,1.824633,,,true,true,
2024-01-15,10:00,15:00,1705330800000,2,BTC-19JAN24-48000-C,42225.5,50.6706,0.0012,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42174.8294,-0.013224,-1.322361,45807.6395,-0.079306,-7.930577,0.017985,1.798457,,,true,true,
2024-01-16,10:00,15:00,1705417200000,2,BTC-19JAN24-48000-C,42664.5,34.1316,0.0008,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42630.3684,0.010801,1.080121,45807.6395,-0.069361,-6.936116,0.017636,1.763627,,,true,true,
2024-01-17,10:00,15:00,1705503600000,2,BTC-19JAN24-48000-C,42494,4.2494,0.0001,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42489.7506,-0.003299,-0.329854,45807.6395,-0.072431,-7.243091,0.017118,1.711807,,,true,true,
2024-01-18,10:00,15:00,1705590000000,2,BTC-19JAN24-48000-C,42750,4.275,0.0001,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,42745.725,0.006024,0.602438,45807.6395,-0.066843,-6.684288,0.016662,1.666206,,,true,true,
2024-01-19,10:00,15:00,1705676400000,3,BTC-26JAN24-43000-C,40988.5,327.908,0.008,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,40660.592,-0.04878,-4.877992,45807.6395,-0.112362,-11.236221,0.020093,2.009318,,,true,true,
2024-01-20,10:00,15:00,1705762800000,3,BTC-26JAN24-43000-C,41512,373.608,0.009,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,41138.392,0.011751,1.175094,45807.6395,-0.101932,-10.193163,0.019693,1.969255,,,true,true,
2024-01-21,10:00,15:00,1705849200000,3,BTC-26JAN24-43000-C,41780.5,459.5855,0.011,Deribit option 1-minute OHLC close at 10:00 NY snapshot; option-denominated close converted to USD with snapshot BTC-PERPETUAL close,41320.9145,0.004437,0.443679,45807.6395,-0.097947,-9.794709,0.019124,1.912354,,,true,true,
