year,startDate,endDate,runReturnPct,btcReturnPct,annualizedVolatilityOfWeeklyReturns,totalWeeks,callWeeks,observedOptionWeeks,theoreticalFallbackWeeks,syntheticOptionWeeks,settlementFallbackWeeks,totalCycles,callCycles,observedOptionCycles,theoreticalFallbackCycles,syntheticOptionCycles,settlementFallbackCycles,totalPnLCall,totalPnLUnderlying,totalPnL,tenor
2020,2020-01-03,2020-12-31T08:00:00Z,103.66070862650596,230.51367950865438,0.8123357253871193,12,12,12,0,0,1,12,12,12,0,0,1,-6333.417588245744,13533.170032685539,7199.752444439799,monthly
2021,2021-01-01,2021-12-31T08:00:00Z,82.8656271874567,99.27358729622435,1.0707982285089477,12,12,12,0,0,0,12,12,12,0,0,0,-4097.513490335752,22472.508072235923,18374.994581900173,monthly
2022,2022-01-07,2022-12-31T08:00:00Z,-49.13854544554954,-65.09939810105121,1.0097478852977586,12,12,12,0,0,0,12,12,12,0,0,0,11353.851472436423,-33461.25555080371,-22107.404078367283,monthly
2023,2023-01-06,2023-12-31T08:00:00Z,92.80752320654912,157.13374829209047,0.5921655750422599,12,12,12,0,0,0,12,12,12,0,0,0,-6686.118347360246,21724.667969254104,15038.54962189386,monthly
2024,2024-01-05,2024-12-31T08:00:00Z,69.9931120210262,124.53741424303612,0.5773147629944395,12,12,12,0,0,0,12,12,12,0,0,0,-20001.281095682683,48571.86328231548,28570.582186632793,monthly
2025,2025-01-03,2025-12-31T08:00:00Z,17.32912199084311,-6.961725759121551,0.8126140516761947,12,12,12,0,0,0,12,12,12,0,0,0,24098.230385741314,-8314.213461747217,15784.016923994102,monthly
2026,2026-01-02,2026-05-17T08:00:00Z,-9.020783153872758,-12.169617219471384,0.8626985847473807,4,4,4,0,0,0,4,4,4,0,0,0,2554.8616686016085,-10402.80255887721,-7847.940890275599,monthly
TOTAL,2020-01-03,2026-05-17T08:00:00Z,562.7220514412829,984.4919039642656,,76,76,76,0,0,1,76,76,76,0,0,1,888.6130051549208,54123.937785062895,55012.55079021785,monthly
